E0,ThetaDeg,nu,A,Z,CS_qe,CS_mec,CS_inel,cross,,
4.6286,25,2.6693,12,6,0.268472339,0.42777832,154.2917518,154.9880025,,
4.6286,25,2.6839,12,6,0.257528306,0.432330173,156.3393011,157.0291596,,
4.6286,25,2.6984,12,6,0.24711859,0.436443585,158.3880048,159.071567,,
4.6286,25,2.713,12,6,0.237079807,0.440148485,160.4604249,161.1376532,,
4.6286,25,2.7276,12,6,0.227466226,0.443390057,162.5466965,163.2175528,,
4.6286,25,2.7422,12,6,0.218259556,0.446145161,164.6447025,165.3091072,,
4.6286,25,2.7567,12,6,0.209501378,0.4483788,166.7401453,167.3980255,,
4.6286,25,2.7713,12,6,0.201054195,0.450102174,168.8615451,169.5127015,,
4.6286,25,2.7859,12,6,0.192963638,0.451279947,170.9947685,171.6390121,,
4.6286,25,2.8005,12,6,0.185214305,0.451895399,173.1388964,173.7760061,,
5.15,11.97,1.2299,12,6,50.15697465,108.3618721,2729.622058,2888.140905,,
5.15,11.97,1.249,12,6,45.35039887,106.3225403,2746.668477,2898.341416,,
5.15,11.97,1.268,12,6,41.06581314,104.5363599,2763.608444,2909.210617,,
5.15,11.97,1.287,12,6,37.21897344,102.9490568,2780.442494,2920.610525,,
5.15,11.97,1.3061,12,6,33.74319056,101.5155728,2797.164022,2932.422786,,
5.15,11.97,1.3251,12,6,30.63191951,100.216674,2813.517776,2944.366369,,
5.15,11.97,1.3442,12,6,27.81472131,99.00719361,2829.124331,2955.946246,,
5.15,11.97,1.3632,12,6,25.28826552,97.87085458,2843.780006,2966.939126,,
5.15,11.97,1.3823,12,6,22.99680621,96.76844012,2857.855424,2977.62067,,
5.15,11.97,1.4013,12,6,20.93870812,95.68600062,2870.484723,2987.109431,,
5.15,11.97,1.4203,12,6,19.07868642,94.59369959,2882.017111,2995.689497,,
5.15,11.97,1.4394,12,6,17.38814285,93.46287761,2892.344322,3003.195343,,
5.15,11.97,1.4584,12,6,15.86669897,92.28417613,2901.561006,3009.711881,,
5.15,11.97,1.4775,12,6,14.48207745,91.02571973,2909.587405,3015.095202,,
5.15,11.97,1.4965,12,6,13.23433806,89.68387568,2916.746147,3019.664361,,
5.15,11.97,1.5155,12,6,12.10300193,88.23913649,2922.787753,3023.129892,,
5.15,11.97,1.5346,12,6,11.07140118,86.67525498,2928.061178,3025.807834,,
5.15,11.97,1.5536,12,6,10.13996585,85.00895782,2932.960035,3028.108959,,
5.15,11.97,1.5727,12,6,9.289526656,83.23535244,2937.217046,3029.741925,,
5.15,11.97,1.5917,12,6,8.520646804,81.40335129,2941.070181,3030.994179,,
5.15,11.97,1.6108,12,6,7.81769346,79.54901388,2944.717526,3032.084233,,
5.15,11.97,1.6298,12,6,7.181304834,77.77812684,2948.289226,3033.248658,,
5.15,11.97,1.6488,12,6,6.601611175,76.20201904,2951.966563,3034.770193,,
5.15,11.97,1.6679,12,6,6.070552293,74.96754117,2955.653148,3036.691241,,
5.15,11.97,1.6869,12,6,5.588806243,74.25432015,2959.648045,3039.491172,,
5.15,11.97,1.706,12,6,5.146877993,74.20231679,2964.082887,3043.432082,,
5.15,11.97,1.725,12,6,4.745440377,74.88933389,2968.974177,3048.608951,,
5.15,11.97,1.7441,12,6,4.376680837,76.27505328,2974.520998,3055.172733,,
5.15,11.97,1.7631,12,6,4.041250924,78.12227933,2980.641685,3062.805216,,
5.15,11.97,1.7821,12,6,3.734250637,79.9997965,2987.583988,3071.318036,,
5.15,11.97,1.8012,12,6,3.451664003,81.22961685,2995.392221,3080.073502,,
5.15,11.97,1.8202,12,6,3.194092643,28.49915652,3003.963434,3035.656683,,
5.15,11.97,1.8393,12,6,2.956681195,28.67634015,3013.545283,3045.178304,,
5.15,11.97,1.8583,12,6,2.739991591,28.82859858,3024.028893,3055.597483,,
5.15,11.97,1.8773,12,6,2.540994317,28.95750416,3035.46201,3066.960509,,
5.15,11.97,1.8964,12,6,2.357199465,29.06415524,3047.937193,3079.358548,,
5.15,11.97,1.9154,12,6,2.189106354,29.14804847,3061.38183,3092.718985,,
5.15,11.97,1.9345,12,6,2.033645554,29.21069163,3075.860258,3107.104596,,
5.15,11.97,1.9535,12,6,1.891274906,29.25205161,3091.232073,3122.3754,,
5.15,11.97,1.9726,12,6,1.759427275,29.27318988,3107.639454,3138.672071,,
5.15,11.97,1.9916,12,6,1.638520483,29.2745026,3124.910902,3155.823925,,
5.15,11.97,2.0106,12,6,1.526965366,29.25676146,3142.998294,3173.782021,,
5.15,11.97,2.0297,12,6,1.423450337,29.22032763,3162.07331,3192.717088,,
5.15,11.97,2.0487,12,6,1.328337265,29.16617434,3181.865683,3212.360194,,
5.15,11.97,2.0678,12,6,1.239963592,29.09431556,3202.478621,3232.8129,,
5.15,11.97,2.0868,12,6,1.158656988,29.00607092,3223.730224,3253.894952,,
5.15,11.97,2.1059,12,6,1.083013474,28.90106898,3245.731433,3275.715515,,
5.15,11.97,2.1249,12,6,1.013329177,28.78094866,3268.251674,3298.045952,,
5.15,11.97,2.1439,12,6,0.948742418,28.64572473,3291.345307,3320.939774,,
5.15,11.97,2.163,12,6,0.888538864,28.49507864,3314.991538,3344.375155,,
5.15,11.97,2.182,12,6,0.832972298,28.33108267,3338.912206,3368.076261,,
5.15,11.97,2.2011,12,6,0.781111411,28.15249365,3363.484626,3392.418231,,
5.15,11.97,2.2201,12,6,0.733184891,27.96164618,3388.23121,3416.926041,,
5.15,11.97,2.2391,12,6,0.688624868,27.75808823,3413.278646,3441.725359,,
5.15,11.97,2.2582,12,6,0.646959019,27.54108481,3438.720118,3466.908162,,
5.15,11.97,2.2772,12,6,0.608382799,27.31332808,3464.223321,3492.145032,,
5.15,17.98,1.2517,12,6,66.49042976,24.3394017,60.98079716,151.8106286,,
5.15,17.98,1.2686,12,6,63.53295267,25.49150081,67.65895608,156.6834096,,
5.15,17.98,1.2854,12,6,60.39598517,26.61844367,74.54395842,161.5583873,,
5.15,17.98,1.3022,12,6,57.12305652,27.67958378,81.62717051,166.4298108,,
5.15,17.98,1.319,12,6,53.77087178,28.61192967,88.9069213,171.2897228,,
5.15,17.98,1.3358,12,6,50.39142371,29.33387293,96.34403568,176.0693323,,
5.15,17.98,1.3526,12,6,47.03120251,29.74154925,103.9232924,180.6960442,,
5.15,17.98,1.3694,12,6,43.73069254,29.70459325,111.613461,185.0487468,,
5.15,17.98,1.3862,12,6,40.5241287,29.06129735,119.4025946,188.9880207,,
5.15,17.98,1.4031,12,6,37.4215318,27.6017855,127.3058218,192.3291391,,
5.15,17.98,1.4199,12,6,34.48159306,25.10134981,135.1997008,194.7826436,,
5.15,17.98,1.4367,12,6,31.70166411,21.26544674,143.1305914,196.0977022,,
5.15,17.98,1.4535,12,6,29.09255044,15.75363634,151.0489587,195.8951454,,
5.15,17.98,1.4703,12,6,26.66030875,3.97611031,158.9632435,189.5996625,,
5.15,17.98,1.4871,12,6,24.40684521,3.796257236,166.8531555,195.0562579,,
5.15,17.98,1.5039,12,6,22.33053898,3.618391203,174.7108776,200.6598078,,
5.15,17.98,1.5207,12,6,20.42686588,3.44348925,182.5384659,206.408821,,
5.15,17.98,1.5376,12,6,18.67913654,3.271447837,190.3771051,212.3276895,,
5.15,17.98,1.5544,12,6,17.09942651,3.105129237,198.1547825,218.3593382,,
5.15,17.98,1.5712,12,6,15.66711998,2.944244085,205.894338,224.5057021,,
5.15,17.98,1.588,12,6,14.37166483,2.789451228,213.5937596,230.7548756,,
5.15,17.98,1.6048,12,6,13.20213742,2.64132703,221.3190389,237.1625034,,
5.15,17.98,1.6216,12,6,12.14756999,2.500365855,228.9726048,243.6205406,,
5.15,17.98,1.6384,12,6,11.19721485,2.36698129,236.620512,250.1847081,,
5.15,17.98,1.6552,12,6,10.3407491,2.241508053,244.1771162,256.7593734,,
5.15,17.98,1.6721,12,6,9.564061063,2.123531127,251.7769469,263.4645391,,
5.15,17.98,1.6889,12,6,8.867228602,2.014632434,259.2552592,270.1371202,,
5.15,17.98,1.7057,12,6,8.237086366,1.914204175,266.6310768,276.7823674,,
5.15,17.98,1.7225,12,6,7.666069724,1.822295283,273.9174178,283.4057829,,
5.15,17.98,1.7393,12,6,7.147376328,1.738893011,281.0738141,289.9600834,,
5.15,17.98,1.7561,12,6,6.674943048,1.663927394,288.1088558,296.4477262,,
5.15,17.98,1.7729,12,6,6.24340725,1.597275884,295.0117445,302.8524277,,
5.15,17.98,1.7897,12,6,5.848057396,1.538768104,301.7621345,309.14896,,
5.15,17.98,1.8066,12,6,5.4827034,1.487912862,308.4043188,315.3749351,,
5.15,17.98,1.8234,12,6,5.148072752,1.445059041,314.8416238,321.4347556,,
5.15,17.98,0.7484,12,6,2.376569936,0,5.90E-03,2.382471971,,
5.15,17.98,0.7652,12,6,3.408255029,3.38E-02,9.80E-03,3.451842656,,
5.15,17.98,0.782,12,6,4.792466359,8.89E-02,1.61E-02,4.897514592,,
5.15,17.98,0.7988,12,6,6.596382129,0.14319649,2.63E-02,6.765840168,,
5.15,17.98,0.8156,12,6,8.874684009,0.556999281,4.23E-02,9.474020481,,
5.15,17.98,0.8324,12,6,11.65928509,1.565678699,6.75E-02,13.29249312,,
5.15,17.98,0.8492,12,6,14.95161998,2.601469782,0.106520677,17.65961044,,
5.15,17.98,0.866,12,6,18.72004379,3.654150653,0.166054417,22.54024886,,
5.15,17.98,0.8829,12,6,22.92913538,4.719426867,0.256280499,27.90484274,,
5.15,17.98,0.8997,12,6,27.44530824,5.77407489,0.389299762,33.6086829,,
5.15,17.98,0.9165,12,6,32.19659139,6.814300574,0.582899427,39.59379139,,
5.15,17.98,0.9333,12,6,37.0834492,7.830946988,0.859726596,45.77412278,,
5.15,17.98,0.9501,12,6,42.00833227,8.81624138,1.247725991,52.07229964,,
5.15,17.98,0.9669,12,6,46.87861372,9.764214722,1.780429684,58.42325813,,
5.15,17.98,0.9837,12,6,51.60742679,10.67106356,2.495811122,64.77430148,,
5.15,17.98,1.0005,12,6,56.11349165,11.53542958,3.436378647,71.08529988,,
5.15,17.98,1.0173,12,6,60.32086573,12.35857464,4.643255775,77.32269615,,
5.15,17.98,1.0341,12,6,64.15918903,13.14443293,6.161247377,83.46486933,,
5.15,17.98,1.0509,12,6,67.56462092,13.89952627,8.025346944,89.48949413,,
5.15,17.98,1.0678,12,6,70.49717512,14.63705434,10.28523148,95.41946094,,
5.15,17.98,1.0846,12,6,72.87607516,15.35920942,12.93238284,101.1676674,,
5.15,17.98,1.1014,12,6,74.68612034,16.08274146,15.99940168,106.7682635,,
5.15,17.98,1.1182,12,6,75.90648266,16.82078725,19.49018719,112.2174571,,
5.15,17.98,1.135,12,6,76.53043545,17.58651953,23.40264264,117.5195976,,
5.15,17.98,1.1518,12,6,76.56548035,18.39227787,27.69420873,122.6519669,,
5.15,17.98,1.1686,12,6,76.03271348,19.24861918,32.47167128,127.7530039,,
5.15,17.98,1.1854,12,6,74.96551437,20.16330287,37.56161618,132.6904334,,
5.15,17.98,1.2022,12,6,73.40770987,21.14021734,43.02465721,137.5725844,,
5.15,17.98,1.219,12,6,71.41139676,22.17824149,48.8239386,142.4135768,,
5.15,17.98,1.2358,12,6,69.0346066,23.27001845,54.93897512,147.2436002,,
5.15,17.98,1.841,12,6,4.824670878,1.408087607,321.4321278,327.6648862,,
5.15,17.98,1.8578,12,6,4.539119497,1.380032421,327.5653214,333.4844733,,
5.15,17.98,1.8746,12,6,4.273840455,1.358700365,333.5180007,339.1505415,,
5.15,17.98,1.8914,12,6,4.026848107,1.343732581,339.3611066,344.7316873,,
5.15,17.98,1.9082,12,6,3.796425189,1.33475473,345.0421183,350.1732983,,
5.15,17.98,1.925,12,6,3.581082895,1.331380927,350.6067486,355.5192124,,
5.15,17.98,1.9418,12,6,3.379525893,1.33321743,356.0384707,360.751214,,
5.15,17.98,1.9586,12,6,3.190622062,1.339866078,361.3314907,365.8619788,,
5.15,17.98,1.9754,12,6,3.013376611,1.350927443,366.5215456,370.8858497,,
5.15,17.98,1.9922,12,6,2.846910182,1.36600373,371.5931505,375.8060644,,
5.15,17.98,2.009,12,6,2.690440477,1.384701376,376.586939,380.6620808,,
5.15,17.98,2.0259,12,6,2.542417481,1.406772854,381.5117742,385.4609645,,
5.15,17.98,2.0427,12,6,2.403958627,1.431576745,386.3458713,390.1814067,,
5.15,17.98,2.0595,12,6,2.27358876,1.458866521,391.1028838,394.8353391,,
5.15,17.98,2.0763,12,6,2.150785837,1.488286252,395.7754414,399.4145135,,
5.15,17.98,2.0931,12,6,2.035071118,1.519493249,400.4205234,403.9750878,,
5.15,17.98,2.1099,12,6,1.926003522,1.552159108,405.0247007,408.5028633,,
5.15,17.98,2.1267,12,6,1.82317501,1.585970544,409.5892228,412.9983683,,
5.15,17.98,2.1435,12,6,1.726206814,1.620630007,414.093955,417.4407918,,
5.15,17.98,2.1603,12,6,1.634746325,1.655856111,418.6964713,421.9870737,,
5.15,17.98,2.1771,12,6,1.548464514,1.691383891,423.117908,426.3577564,,
5.15,17.98,2.1939,12,6,1.467053777,1.7269649,427.6216518,430.8156704,,
5.15,17.98,2.2107,12,6,1.390226109,1.762367157,432.11411,435.2667033,,
5.15,17.98,2.2276,12,6,1.3172923,1.797581769,436.6321982,439.7470723,,
5.15,17.98,2.2444,12,6,1.248860968,1.831991377,441.1333062,444.2141586,,
5.15,22.98,2.5828,12,6,0.502408801,0.249235531,121.5838778,122.3355221,,
5.15,22.98,2.5977,12,6,0.48307901,0.250738104,123.4217847,124.1556018,,
5.15,22.98,2.6125,12,6,0.464654234,0.25243355,125.2507431,125.9678309,,
5.15,22.98,2.6274,12,6,0.446850274,0.254292037,127.1014402,127.8025826,,
5.15,22.98,2.6422,12,6,0.429873604,0.256237837,128.9461478,129.6322592,,
5.15,22.98,2.6571,12,6,0.413464106,0.258247624,130.8055172,131.477229,,
5.15,22.98,2.6719,12,6,0.397813428,0.260246948,132.6673321,133.3253925,,
5.15,22.98,2.6868,12,6,0.382682813,0.262216722,134.5466407,135.1915402,,
5.15,22.98,2.7016,12,6,0.368249757,0.264086663,136.4232981,137.0556345,,
5.15,22.98,2.7165,12,6,0.354294671,0.265839708,138.3195848,138.9397192,,
5.15,22.98,2.7313,12,6,0.340981695,0.267412297,140.2170987,140.8254926,,
5.15,22.98,2.7462,12,6,0.328108596,0.268787251,142.1273601,142.7242559,,
5.15,22.98,2.761,12,6,0.315827007,0.269909972,144.0399155,144.6256525,,
5.15,22.98,2.7759,12,6,0.303950516,0.270761118,145.973233,146.5479446,,
5.15,22.98,2.7907,12,6,0.292619119,0.271296978,147.902228,148.4661441,,
5.15,22.98,2.8056,12,6,0.281660891,0.271494117,149.8541607,150.4073157,,
5.15,22.98,2.8204,12,6,0.271205042,0.271321342,151.8034426,152.345969,,
5.15,22.98,2.8353,12,6,0.261092955,0.270749328,153.7732044,154.3050467,,
5.15,22.98,2.8501,12,6,0.251443872,0.269760753,155.7383814,156.259586,,
5.15,22.98,2.865,12,6,0.242111422,0.268318737,157.7257847,158.2362149,,
5.15,22.98,2.8798,12,6,0.233205657,0.266420949,159.7086776,160.2083042,,
5.15,22.98,2.8947,12,6,0.224591483,0.264021426,161.713452,162.2020649,,
5.15,22.98,2.9095,12,6,0.216370487,0.261133723,163.7112168,164.188721,,
5.15,22.98,2.9244,12,6,0.208417968,0.25770141,165.733706,166.1998253,,
5.15,22.98,2.9392,12,6,0.20082772,0.253754634,167.7493647,168.203947,,
5.15,22.98,2.9541,12,6,0.193484623,0.249225254,169.7856001,170.22831,,
5.15,22.98,1.2621,12,6,1.198696026,0.56466339,3.78E-02,1.80117345,,
5.15,22.98,1.2769,12,6,1.461355827,0.622131308,5.26E-02,2.136041588,,
5.15,22.98,1.2918,12,6,1.758233522,0.67953881,7.26E-02,2.510406592,,
5.15,22.98,1.3066,12,6,2.083122145,0.735875578,9.94E-02,2.918359305,,
5.15,22.98,1.3215,12,6,2.437112562,0.791667514,0.135033419,3.363813495,,
5.15,22.98,1.3363,12,6,2.811398914,0.845939906,0.181465389,3.838804209,,
5.15,22.98,1.3512,12,6,3.206457718,0.899206852,0.242031095,4.347695665,,
5.15,22.98,1.366,12,6,3.612239313,0.950545433,0.319000236,4.881784982,,
5.15,22.98,1.3809,12,6,4.029456253,1.000450029,0.416733711,5.446639993,,
5.15,22.98,1.3957,12,6,4.447951082,1.048064345,0.537938567,6.033953994,,
5.15,22.98,1.4106,12,6,4.869036151,1.093855758,0.687946218,6.650838127,,
5.15,22.98,1.4254,12,6,5.283032772,1.137047788,0.868284714,7.288365274,,
5.15,22.98,1.4403,12,6,5.691738724,1.178074238,1.085849401,7.955662363,,
5.15,22.98,1.4551,12,6,6.086135296,1.216249733,1.34084384,8.64322887,,
5.15,22.98,1.47,12,6,6.46818159,1.251968721,1.640294513,9.360444825,,
5.15,22.98,1.4848,12,6,6.829570453,1.284646117,1.982833471,10.09705004,,
5.15,22.98,1.4996,12,6,7.16990207,1.314440748,2.372500052,10.85684287,,
5.15,22.98,1.5145,12,6,7.488351284,1.341448738,2.814830663,11.64463068,,
5.15,22.98,1.5293,12,6,7.777912279,1.365247501,3.305102548,12.44826233,,
5.15,22.98,1.5442,12,6,8.039935531,1.386113572,3.850541917,13.27659102,,
5.15,22.98,1.559,12,6,8.268599361,1.403737548,4.449903246,14.12224016,,
5.15,22.98,1.5739,12,6,8.464956966,1.418343339,5.099981017,14.98328132,,
5.15,22.98,1.5887,12,6,8.624693625,1.429735736,5.804986778,15.85941614,,
5.15,22.98,1.6036,12,6,8.748668579,1.438084333,6.566992166,16.75374508,,
5.15,22.98,1.6184,12,6,8.834366335,1.443306827,7.381904297,17.65957746,,
5.15,22.98,1.6333,12,6,8.882561055,1.445517735,8.258907846,18.58698664,,
5.15,22.98,1.6481,12,6,8.892717294,1.444744177,9.18615788,19.52361935,,
5.15,22.98,1.663,12,6,8.865586892,1.441045754,10.18299979,20.48963244,,
5.15,22.98,1.6778,12,6,8.802630428,1.434553501,11.21909275,21.45627668,,
5.15,22.98,1.6927,12,6,8.704569098,1.425273137,12.32697006,22.45681229,,
5.15,22.98,1.7075,12,6,8.574698837,1.413432299,13.48542852,23.47355966,,
5.15,22.98,1.7224,12,6,8.413635852,1.39898468,14.71032163,24.52294216,,
5.15,22.98,1.7372,12,6,8.226202228,1.382245658,15.98228785,25.59073574,,
5.15,22.98,1.752,12,6,8.014303546,1.363255176,17.31114522,26.68870394,,
5.15,22.98,1.7669,12,6,7.779359528,1.341999218,18.70362134,27.82498009,,
5.15,22.98,1.7817,12,6,7.527709151,1.318905351,20.14190505,28.98851955,,
5.15,22.98,1.7966,12,6,7.259205967,1.293810141,21.64194835,30.19496446,,
5.15,22.98,1.8114,12,6,6.980656694,1.267201869,23.1791624,31.42702096,,
5.15,22.98,1.8263,12,6,6.69144896,1.238876959,24.77675272,32.70707864,,
5.15,22.98,1.8411,12,6,6.398459846,1.209372438,26.40925848,34.01709076,,
5.15,22.98,1.856,12,6,6.100580089,1.178449157,28.09710839,35.37613763,,
5.15,22.98,1.8708,12,6,5.804428089,1.146680726,29.81556427,36.76667309,,
5.15,22.98,1.8857,12,6,5.508412638,1.113797325,31.58565757,38.20786753,,
5.15,22.98,1.9005,12,6,5.218647224,1.080397079,33.38165016,39.68069446,,
5.15,22.98,1.9154,12,6,4.933112791,1.046184632,35.22756081,41.20685823,,
5.15,22.98,1.9302,12,6,4.657256817,1.01177092,37.09127345,42.76030119,,
5.15,22.98,1.9451,12,6,4.388715012,0.97684031,39.00437376,44.36992908,,
5.15,22.98,1.9599,12,6,4.132186426,0.942005453,40.93071419,46.00490607,,
5.15,22.98,1.9748,12,6,3.885060842,0.906935718,42.89722506,47.68922162,,
5.15,22.98,1.9896,12,6,3.651273099,0.872235197,44.87467038,49.39817867,,
5.15,22.98,2.0044,12,6,3.42952856,0.837794998,46.86799377,51.13531732,,
5.15,22.98,2.0193,12,6,3.218663485,0.803506752,48.89227043,52.91444067,,
5.15,22.98,2.0341,12,6,3.02154649,0.769944709,50.91728239,54.70877359,,
5.15,22.98,2.049,12,6,2.83539985,0.736763069,52.96612733,56.53829025,,
5.15,22.98,2.0638,12,6,2.662479844,0.704506484,55.00479321,58.37177954,,
5.15,22.98,2.0787,12,6,2.500096275,0.672831389,57.06090474,60.2338324,,
5.15,22.98,2.0935,12,6,2.349991126,0.642246544,59.10044002,62.09267769,,
5.15,22.98,2.1084,12,6,2.209625761,0.612414866,61.15451041,63.97655104,,
5.15,22.98,2.1232,12,6,2.080328608,0.583804216,63.18911608,65.85324891,,
5.15,22.98,2.1381,12,6,1.959757667,0.55608781,65.23435031,67.75019578,,
5.15,22.98,2.1529,12,6,1.848922661,0.529688903,67.27393221,69.65254378,,
5.15,22.98,2.1678,12,6,1.745704987,0.504294358,69.22180634,71.47180569,,
5.15,22.98,2.1826,12,6,1.650879037,0.480280379,71.26258966,73.39374907,,
5.15,22.98,2.1975,12,6,1.562560105,0.457350321,73.25478155,75.27469197,,
5.15,22.98,2.2123,12,6,1.481356265,0.435832087,75.22579353,77.14298189,,
5.15,22.98,2.2272,12,6,1.40561391,0.415447851,77.19815985,79.01922161,,
5.15,22.98,2.242,12,6,1.335828747,0.396477079,79.1410684,80.87337422,,
5.15,22.98,2.2568,12,6,1.270987889,0.378777835,81.07611472,82.72588045,,
5.15,22.98,2.2717,12,6,1.210247432,0.36223619,83.00815617,84.58063979,,
5.15,22.98,2.2865,12,6,1.154005275,0.347060958,84.9171397,86.41820594,,
5.15,22.98,2.3014,12,6,1.101116026,0.333028011,86.81701337,88.25115741,,
5.15,22.98,2.3162,12,6,1.051942384,0.320301536,88.70252869,90.07477261,,
5.15,22.98,2.3311,12,6,1.00550315,0.308680217,90.58967143,91.9038548,,
5.15,22.98,2.3459,12,6,0.962139446,0.298286466,92.45074158,93.71116749,,
5.15,22.98,2.3608,12,6,0.921010386,0.288941806,94.32044345,95.53039564,,
5.15,22.98,2.3756,12,6,0.882442843,0.28073028,96.16011365,97.32328677,,
5.15,22.98,2.3905,12,6,0.845713752,0.273495832,98.00894023,99.12814982,,
5.15,22.98,2.4053,12,6,0.811138849,0.267287971,99.83846142,100.9168882,,
5.15,22.98,2.4202,12,6,0.778092736,0.261972242,101.6755843,102.7156492,,
5.15,22.98,2.435,12,6,0.746880554,0.257567746,103.4911743,104.4956226,,
5.15,22.98,2.4499,12,6,0.716957221,0.25396046,105.3175161,106.2884337,,
5.15,22.98,2.4647,12,6,0.688616495,0.251143375,107.1300801,108.06984,,
5.15,22.98,2.4796,12,6,0.661379145,0.249021421,108.9491955,109.859596,,
5.15,22.98,2.4944,12,6,0.635526272,0.247565849,110.7536516,111.6367437,,
5.15,22.98,2.5092,12,6,0.610796192,0.246702755,112.5642934,113.4217923,,
5.15,22.98,2.5241,12,6,0.586965799,0.246374138,114.386749,115.2200889,,
5.15,22.98,2.5389,12,6,0.564294979,0.246526747,116.1961619,117.0069836,,
5.15,22.98,2.5538,12,6,0.542422882,0.247104858,118.0208764,118.8104041,,
5.15,22.98,2.5686,12,6,0.521594217,0.248044064,119.8369753,120.6066135,,
5.15,26.98,1.7626,12,6,1.183819977,0.380926474,0.326783688,1.891530139,,
5.15,26.98,1.776,12,6,1.272678148,0.393189433,0.394442931,2.060310512,,
5.15,26.98,1.7893,12,6,1.35988382,0.404697349,0.471812268,2.236393438,,
5.15,26.98,1.8027,12,6,1.446219159,0.415594591,0.560937871,2.422751621,,
5.15,26.98,1.816,12,6,1.52990123,0.42569287,0.661011209,2.616605309,,
5.15,26.98,1.8294,12,6,1.611714457,0.435120986,0.773842035,2.820677478,,
5.15,26.98,1.8427,12,6,1.689989634,0.443718273,0.89982349,3.033531397,,
5.15,26.98,1.856,12,6,1.764919863,0.451540967,1.038926957,3.255387787,,
5.15,26.98,1.8694,12,6,1.836613922,0.458624935,1.193192405,3.488431263,,
5.15,26.98,1.8827,12,6,1.903603933,0.464853322,1.361216372,3.729673627,,
5.15,26.98,1.8961,12,6,1.966512372,0.470311552,1.546037967,3.982861891,,
5.15,26.98,1.9094,12,6,2.024038071,0.474912974,1.744694889,4.243645934,,
5.15,26.98,1.9228,12,6,2.076702431,0.478724519,1.961715306,4.517142255,,
5.15,26.98,1.9361,12,6,2.123405222,0.481689974,2.193997641,4.799092837,,
5.15,26.98,1.9494,12,6,2.164277871,0.483844374,2.443237997,5.091360242,,
5.15,26.98,1.9628,12,6,2.199312239,0.485201152,2.712551017,5.397064408,,
5.15,26.98,1.9761,12,6,2.227778746,0.485749158,2.997914002,5.711441906,,
5.15,26.98,1.9895,12,6,2.249943306,0.485508521,3.305081121,6.040532948,,
5.15,26.98,2.0028,12,6,2.265365342,0.484497184,3.628864796,6.378727321,,
5.15,26.98,2.0162,12,6,2.274221165,0.482716939,3.974774552,6.731712656,,
5.15,26.98,2.0295,12,6,2.27638127,0.48021356,4.339019024,7.095613854,,
5.15,26.98,2.0428,12,6,2.271998479,0.476997891,4.72305323,7.4720496,,
5.15,26.98,2.0562,12,6,2.261089089,0.473061455,5.130881765,7.865032308,,
5.15,26.98,2.0695,12,6,2.243997534,0.468488571,5.55688873,8.269374835,,
5.15,26.98,2.0829,12,6,2.220708099,0.463238164,6.006435073,8.690381336,,
5.15,26.98,2.0962,12,6,2.191861164,0.457417713,6.47409534,9.123374217,,
5.15,26.98,2.1096,12,6,2.157368394,0.450970664,6.965983687,9.574322745,,
5.15,26.98,2.1229,12,6,2.118130226,0.444025296,7.475245448,10.03740097,,
5.15,26.98,2.1362,12,6,2.074329066,0.436568696,8.004923753,10.51582151,,
5.15,26.98,2.1496,12,6,2.026040068,0.428573619,8.557651003,11.01226469,,
5.15,26.98,2.1629,12,6,1.974459127,0.420194629,9.133418365,11.52807212,,
5.15,26.98,2.1763,12,6,1.919305566,0.41134205,9.72622478,12.0568724,,
5.15,26.98,2.1896,12,6,1.861899945,0.402184533,10.3364069,12.60049137,,
5.15,26.98,2.203,12,6,1.801881368,0.392621655,10.96943358,13.1639366,,
5.15,26.98,2.2163,12,6,1.740636065,0.382833281,11.61733702,13.74080636,,
5.15,26.98,2.2296,12,6,1.678197806,0.372786219,12.28338803,14.33437206,,
5.15,26.98,2.243,12,6,1.614545323,0.362439377,12.97173959,14.94872429,,
5.15,26.98,2.2563,12,6,1.551063042,0.351984024,13.67175287,15.57479993,,
5.15,26.98,2.2697,12,6,1.487206769,0.341299729,14.39395263,16.22245912,,
5.15,26.98,2.283,12,6,1.424304542,0.330581825,15.12265698,16.87754335,,
5.15,26.98,2.2964,12,6,1.361754928,0.319704658,15.87277891,17.5542385,,
5.15,26.98,2.3097,12,6,1.300796871,0.308864902,16.63090176,18.24056354,,
5.15,26.98,2.323,12,6,1.241227131,0.298014785,17.3995131,18.93875502,,
5.15,26.98,2.3364,12,6,1.182847048,0.287105127,18.18556574,19.65551792,,
5.15,26.98,2.3497,12,6,1.126723181,0.276329836,18.97599505,20.37904807,,
5.15,26.98,2.3631,12,6,1.072172625,0.265556946,19.78060439,21.11833397,,
5.15,26.98,2.3764,12,6,1.020134665,0.254975619,20.58709142,21.86220171,,
5.15,26.98,2.3898,12,6,0.969920233,0.244453888,21.40892505,22.62329917,,
5.15,26.98,2.4031,12,6,0.922340896,0.234174109,22.22708152,23.38359653,,
5.15,26.98,2.4165,12,6,0.876715584,0.224005619,23.06012344,24.16084465,,
5.15,26.98,2.4298,12,6,0.833733892,0.214122175,23.89214857,24.94000464,,
5.15,26.98,2.4431,12,6,0.79303268,0.204467283,24.72903803,25.72653799,,
5.15,26.98,2.4565,12,6,0.754297394,0.19498954,25.57642832,26.52571525,,
5.15,26.98,2.4698,12,6,0.718054923,0.185847066,26.42120732,27.32510931,,
5.15,26.98,2.4832,12,6,0.683693849,0.176917355,27.27473156,28.13534276,,
