E0,ThetaDeg,nu,A,Z,CS_qe,CS_mec,CS_inel,cross,,
0.961,37.5,0.543,12,6,12.57730697,276.4160144,3697.492779,3986.4861,,
0.961,37.5,0.553,12,6,10.02179914,270.232504,3583.00399,3863.258293,,
0.961,37.5,0.563,12,6,7.955018337,265.2682697,3465.195226,3738.418514,,
0.961,37.5,0.573,12,6,6.288707439,261.0203311,3346.337079,3613.646117,,
0.961,37.5,0.583,12,6,4.94965918,257.1619494,3227.721116,3489.832725,,
0.961,37.5,0.593,12,6,4.107129286,253.4954193,3110.748225,3368.350774,,
0.961,37.5,0.603,12,6,3.247654519,249.9108512,2996.190837,3249.349343,,
0.961,37.5,0.613,12,6,2.554621518,246.3543225,2885.008168,3133.917112,,
0.961,37.5,0.623,12,6,1.997780205,242.8054084,2777.146408,3021.949597,,
0.961,37.5,0.633,12,6,1.552079759,239.2624125,2673.139571,2913.954064,,
0.961,37.5,0.643,12,6,1.196821352,235.7332601,2573.018503,2809.948584,,
0.961,37.5,0.653,12,6,0.914941421,232.2302774,2476.613708,2709.758927,,
0.961,37.5,0.663,12,6,0.692406664,228.7674629,2383.808438,2613.268308,,
1.108,37.5,0.127,12,6,639.2604747,62.37877176,0,701.6392465,,
1.108,37.5,0.137,12,6,895.868558,73.37662201,0,969.24518,,
1.108,37.5,0.147,12,6,1202.856197,85.58850699,0,1288.444704,,
1.108,37.5,0.157,12,6,1548.827608,99.26756069,0,1648.095169,,
1.108,37.5,0.167,12,6,1917.20919,114.6949519,9.95E-04,2031.905136,,
1.108,37.5,0.177,12,6,2288.715255,132.1741577,6.80E-03,2420.896211,,
1.108,37.5,0.187,12,6,2643.680266,152.0220098,2.69E-02,2795.729179,,
1.108,37.5,0.197,12,6,2963.935701,174.5560731,8.39E-02,3138.575709,,
1.108,37.5,0.207,12,6,3234.212696,200.0780655,0.226489048,3434.517251,,
1.108,37.5,0.217,12,6,3443.069574,228.853251,0.54962523,3672.472451,,
1.108,37.5,0.227,12,6,3583.322921,261.0860634,1.225235355,3845.634219,,
1.108,37.5,0.237,12,6,3652.019587,296.8926206,2.537606446,3951.449814,,
1.108,37.5,0.247,12,6,3650.068735,336.2712827,4.933139404,3991.273157,,
1.108,37.5,0.257,12,6,3581.681712,379.0729484,9.063596528,3969.818257,,
1.108,37.5,0.267,12,6,3453.735017,424.9733408,15.83273387,3894.541092,,
1.108,37.5,0.277,12,6,3275.116541,473.4500339,26.43217657,3774.998752,,
1.108,37.5,0.287,12,6,3056.074212,523.7673432,42.36502668,3622.206582,,
1.108,37.5,0.297,12,6,2807.571656,574.9723465,65.43216496,3447.976167,,
1.108,37.5,0.307,12,6,2540.660996,625.9051158,97.65285044,3264.218963,,
1.108,37.5,0.317,12,6,2265.895801,675.2256582,141.3637973,3082.485256,,
1.108,37.5,0.327,12,6,1992.817147,721.4590039,198.7017863,2912.977937,,
1.108,37.5,0.337,12,6,1729.547589,763.0583771,271.7977723,2764.403739,,
1.108,37.5,0.347,12,6,1482.520675,798.4844827,362.2974349,2643.302592,,
1.108,37.5,0.357,12,6,1256.359816,826.2968241,471.2517776,2553.908418,,
1.108,37.5,0.367,12,6,1053.903481,845.2508553,598.7948603,2497.949197,,
1.108,37.5,0.377,12,6,876.3574842,854.392994,744.079911,2474.830389,,
1.108,37.5,0.387,12,6,723.5428569,853.1443892,905.2113626,2481.898609,,
1.108,37.5,0.397,12,6,594.2011071,841.3641818,1079.268911,2514.8342,,
1.108,37.5,0.407,12,6,486.3181369,819.3840046,1262.095074,2567.797215,,
1.108,37.5,0.417,12,6,397.432863,788.0077115,1449.644793,2635.085367,,
1.108,37.5,0.427,12,6,334.7007297,748.473651,1637.033128,2720.207509,,
1.108,37.5,0.437,12,6,276.5203979,702.380848,1819.560391,2798.461637,,
1.108,37.5,0.447,12,6,229.4066519,651.5847077,1992.742077,2873.733437,,
1.108,37.5,0.457,12,6,191.2292035,598.0716597,2152.654475,2941.955338,,
1.108,37.5,0.467,12,6,160.1849456,543.8249223,2296.342559,3000.352427,,
1.108,37.5,0.477,12,6,134.7955704,490.6947894,2421.264324,3046.754684,,
1.108,37.5,0.487,12,6,113.8801799,440.2862927,2526.096375,3080.262847,,
1.108,37.5,0.497,12,6,96.51430285,393.8748119,2610.112895,3100.50201,,
1.108,37.5,0.507,12,6,81.98426517,352.356542,2673.333204,3107.674011,,
1.108,37.5,0.517,12,6,69.74310686,316.2362441,2716.603802,3102.583153,,
1.108,37.5,0.527,12,6,59.37169212,285.6500976,2740.991226,3086.013016,,
1.108,37.5,0.537,12,6,50.54661815,260.4174262,2748.03004,3058.994084,,
1.108,37.5,0.547,12,6,43.01509329,240.1121539,2740.056934,3023.184181,,
1.108,37.5,0.557,12,6,36.57609231,224.1434271,2718.240759,2978.960278,,
1.108,37.5,0.567,12,6,31.06669337,211.8350321,2685.147411,2928.049137,,
1.108,37.5,0.577,12,6,26.35241804,202.494919,2642.548175,2871.395512,,
1.108,37.5,0.587,12,6,22.32050241,195.4689931,2592.485556,2810.275052,,
1.108,37.5,0.597,12,6,18.87522237,190.176826,2536.246956,2745.299004,,
1.108,37.5,0.607,12,6,15.93460824,186.130316,2475.824815,2677.88974,,
1.108,37.5,0.617,12,6,13.42807591,182.9387172,2412.506347,2608.87314,,
1.108,37.5,0.627,12,6,11.29465472,180.3042077,2347.455182,2539.054045,,
1.108,37.5,0.637,12,6,9.481605789,178.011532,2281.756357,2469.249495,,
1.108,37.5,0.647,12,6,7.943301684,175.9142442,2216.212384,2400.06993,,
1.108,37.5,0.657,12,6,6.64028912,173.9195418,2151.316361,2331.876192,,
1.108,37.5,0.667,12,6,5.53848731,171.9735454,2088.022768,2265.534801,,
1.108,37.5,0.677,12,6,4.60849289,170.0485702,2026.219558,2200.876621,,
1.108,37.5,0.687,12,6,3.8249728,168.1332584,1966.586055,2138.544287,,
1.108,37.5,0.697,12,6,3.166132249,166.2256658,1909.046005,2078.437803,,
1.108,37.5,0.707,12,6,2.613248124,164.3288482,1853.702448,2020.644544,,
1.108,37.5,0.717,12,6,2.150260025,162.4482772,1800.507153,1965.10569,,
1.108,37.5,0.727,12,6,1.763412263,160.590446,1749.465822,1911.81968,,
1.299,37.5,0.163,12,6,136.5842869,29.76646044,6.57E-06,166.3507539,,
1.299,37.5,0.173,12,6,197.7903189,33.72378601,6.66E-05,231.5141715,,
1.299,37.5,0.183,12,6,277.8281019,37.89531385,2.63E-04,315.7236792,,
1.299,37.5,0.193,12,6,377.6774236,42.42272264,7.73E-04,420.100919,,
1.299,37.5,0.203,12,6,496.4313928,47.51619459,1.97E-03,543.9495618,,
1.299,37.5,0.213,12,6,631.2525535,53.46100818,4.71E-03,684.7182703,,
1.299,37.5,0.223,12,6,777.7121762,60.60432258,1.08E-02,838.3273464,,
1.299,37.5,0.233,12,6,930.3227574,69.31377309,2.45E-02,999.6609893,,
1.299,37.5,0.243,12,6,1083.076021,79.91213965,5.41E-02,1163.042244,,
1.299,37.5,0.253,12,6,1229.903946,92.61031096,0.116508355,1322.630765,,
1.299,37.5,0.263,12,6,1365.066477,107.4687903,0.243277755,1472.778545,,
1.299,37.5,0.273,12,6,1483.485282,124.4042871,0.489096943,1608.378666,,
1.299,37.5,0.283,12,6,1581.01795,143.231454,0.945389083,1725.194793,,
1.299,37.5,0.293,12,6,1654.648133,163.7130735,1.755104659,1820.116311,,
1.299,37.5,0.303,12,6,1702.572862,185.5957359,3.131931934,1891.30053,,
1.299,37.5,0.313,12,6,1724.189429,208.6230901,5.37887028,1938.191389,,
1.299,37.5,0.323,12,6,1720.003191,232.5312083,8.911171231,1961.44557,,
1.299,37.5,0.333,12,6,1691.484742,257.0350642,14.26740462,1962.787211,,
1.299,37.5,0.343,12,6,1640.900908,281.8139429,22.12096175,1944.835813,,
1.299,37.5,0.353,12,6,1571.13539,306.5006503,33.28118512,1910.917225,,
1.299,37.5,0.363,12,6,1485.507247,330.6769036,48.66853686,1864.852687,,
1.299,37.5,0.373,12,6,1387.59142,353.8757406,69.2907295,1810.75789,,
1.299,37.5,0.383,12,6,1281.04488,375.5909455,96.17843002,1752.814255,,
1.299,37.5,0.393,12,6,1169.443206,395.292989,130.2757178,1695.011913,,
1.299,37.5,0.403,12,6,1056.133835,412.4505681,172.4471588,1641.031562,,
1.299,37.5,0.413,12,6,944.1128032,426.556422,223.2594477,1593.928673,,
1.299,37.5,0.423,12,6,835.9310814,437.1556801,283.0214485,1556.10821,,
1.299,37.5,0.433,12,6,733.6346827,443.8746255,351.6018864,1529.111195,,
1.299,37.5,0.443,12,6,638.7399684,446.447503,428.4679857,1513.655457,,
1.299,37.5,0.453,12,6,552.2425659,444.7389345,512.7554721,1509.736973,,
1.299,37.5,0.463,12,6,474.6555198,438.759669,602.9472394,1516.362428,,
1.299,37.5,0.473,12,6,406.0701637,428.6738082,697.5967349,1532.340707,,
1.299,37.5,0.483,12,6,346.2319697,414.7962993,794.7503774,1555.778646,,
1.299,37.5,0.493,12,6,294.6233718,397.5803094,891.9220787,1584.12576,,
1.299,37.5,0.503,12,6,250.5461911,377.5950387,988.7214306,1616.86266,,
1.299,37.5,0.513,12,6,213.1976034,355.4954687,1081.62899,1650.322062,,
1.299,37.5,0.523,12,6,181.7353132,331.9864044,1169.599495,1683.321213,,
1.299,37.5,0.533,12,6,155.3294494,307.7838162,1250.956295,1714.069561,,
1.299,37.5,0.543,12,6,133.2004294,283.5768458,1324.715352,1741.492627,,
1.299,37.5,0.553,12,6,114.6434675,259.9938075,1389.926813,1764.564088,,
1.299,37.5,0.563,12,6,99.04142438,237.5750343,1445.956374,1782.572833,,
1.299,37.5,0.573,12,6,85.86828911,216.754468,1492.712223,1795.33498,,
1.299,37.5,0.583,12,6,74.68578432,197.8505409,1530.086785,1802.623111,,
1.299,37.5,0.593,12,6,65.13547301,181.0654048,1558.447909,1804.648787,,
1.299,37.5,0.603,12,6,56.92842192,166.4904441,1578.132004,1801.55087,,
1.299,37.5,0.613,12,6,49.83403975,154.1158708,1589.793905,1793.743816,,
1.299,37.5,0.623,12,6,43.66924407,143.8432211,1593.980078,1781.492544,,
1.299,37.5,0.633,12,6,38.28868229,135.5009865,1591.679423,1765.469092,,
1.299,37.5,0.643,12,6,33.57637544,128.8640078,1583.700131,1746.140515,,
1.299,37.5,0.653,12,6,29.43888738,123.6760018,1570.723406,1723.838295,,
1.299,37.5,0.663,12,6,25.79994305,119.6726618,1553.607288,1699.079893,,
1.299,37.5,0.673,12,6,22.59631709,116.6018673,1533.371159,1672.569343,,
1.299,37.5,0.683,12,6,19.77477104,114.2383361,1510.387796,1644.400903,,
1.299,37.5,0.693,12,6,17.28981439,112.3917986,1485.562964,1615.244577,,
1.299,37.5,0.703,12,6,15.1020869,110.9093761,1459.527457,1585.53892,,
1.299,37.5,0.713,12,6,13.17719317,109.6737038,1432.671568,1555.522465,,
1.299,37.5,0.723,12,6,11.48485663,108.5984941,1405.527741,1525.611091,,
1.299,37.5,0.733,12,6,9.998294034,107.6229756,1378.546211,1496.16748,,
1.299,37.5,0.743,12,6,8.693739711,106.7062398,1351.973112,1467.373092,,
1.299,37.5,0.753,12,6,7.550070957,105.8221249,1326.079917,1439.452113,,
1.299,37.5,0.763,12,6,6.548502282,104.9549445,1301.134571,1412.638017,,
1.299,37.5,0.773,12,6,5.672327679,104.0961439,1277.076984,1386.845456,,
1.299,37.5,0.783,12,6,4.906697711,103.2418201,1254.139861,1362.288379,,
1.299,37.5,0.793,12,6,4.238423182,102.3909716,1232.249343,1338.878738,,
1.299,37.5,0.803,12,6,3.655800176,101.5443217,1211.448953,1316.649075,,
1.501,37.5,0.256,12,6,141.9687321,21.50442568,2.72E-03,163.4758765,,
1.501,37.5,0.266,12,6,185.6632038,23.62061059,5.00E-03,209.2888166,,
1.501,37.5,0.276,12,6,236.2910472,25.94078444,9.13E-03,262.2409663,,
1.501,37.5,0.286,12,6,292.8589928,28.64455042,1.66E-02,321.5201851,,
1.501,37.5,0.296,12,6,353.9400495,32.01805459,3.03E-02,385.9884415,,
1.501,37.5,0.306,12,6,417.8083896,36.44751778,5.53E-02,454.3112302,,
1.501,37.5,0.316,12,6,482.5653213,42.32482318,0.10059957,524.990744,,
1.501,37.5,0.326,12,6,546.2438109,49.85767877,0.181567183,596.2830568,,
1.501,37.5,0.336,12,6,606.8980884,58.9131255,0.323757249,666.1349712,,
1.501,37.5,0.346,12,6,662.6886026,69.07300679,0.567044956,732.3286544,,
1.501,37.5,0.356,12,6,711.9655429,79.87096833,0.972637057,792.8091483,,
1.501,37.5,0.366,12,6,753.3454722,90.98617543,1.628997137,845.9606447,,
1.501,37.5,0.376,12,6,785.7715536,102.2741206,2.660844451,890.7065187,,
1.501,37.5,0.386,12,6,808.5495975,113.6969637,4.236842851,926.4834041,,
1.501,37.5,0.396,12,6,821.357314,125.2457872,6.574288097,953.1773893,,
1.501,37.5,0.406,12,6,824.2294467,136.8921266,9.948314346,971.0698876,,
1.501,37.5,0.416,12,6,817.5246807,148.5671606,14.68833854,980.7801798,,
1.501,37.5,0.426,12,6,801.8809023,160.1575475,21.17264755,983.2110973,,
1.501,37.5,0.436,12,6,778.1643095,171.5095468,29.82726302,979.5011193,,
1.501,37.5,0.446,12,6,747.4161626,182.4369726,41.08684625,970.9399815,,
1.501,37.5,0.456,12,6,710.7994822,192.7309533,55.39400555,958.924441,,
1.501,37.5,0.466,12,6,669.5471138,202.1706069,73.15260359,944.8703243,,
1.501,37.5,0.476,12,6,624.9122579,210.5341645,94.6962531,930.1426755,,
1.501,37.5,0.486,12,6,578.1225927,217.610177,120.260507,915.9932768,,
1.501,37.5,0.496,12,6,530.339249,223.2084268,149.9487787,903.4964545,,
1.501,37.5,0.506,12,6,482.621942,227.1701102,183.7381306,893.5301828,,
1.501,37.5,0.516,12,6,435.9014426,229.3768174,221.3640627,886.6423228,,
1.501,37.5,0.526,12,6,390.9602501,229.7578145,262.6026878,883.3207524,,
1.501,37.5,0.536,12,6,348.4218632,228.2951649,306.8231222,883.5401503,,
1.501,37.5,0.546,12,6,308.7485048,225.0263025,353.5019555,887.2767628,,
1.501,37.5,0.556,12,6,272.2466112,220.0437988,401.7751305,894.0655405,,
1.501,37.5,0.566,12,6,239.0789281,213.492241,451.0213641,903.5925331,,
1.501,37.5,0.576,12,6,209.2817108,205.5623379,500.3835961,915.2276448,,
1.501,37.5,0.586,12,6,182.7853397,196.4825776,549.0205342,928.2884515,,
1.501,37.5,0.596,12,6,159.4366328,186.5089526,596.2483955,942.1939808,,
1.501,37.5,0.606,12,6,139.021264,175.9134181,641.3831466,956.3178287,,
1.501,37.5,0.616,12,6,121.2849299,164.9718394,683.8451949,970.1019642,,
1.501,37.5,0.626,12,6,105.9522264,153.952206,723.0433307,982.9477631,,
1.501,37.5,0.636,12,6,92.74255017,143.1038372,758.7670796,994.6134669,,
1.501,37.5,0.646,12,6,81.38267892,132.6481936,790.6347976,1004.66567,,
1.501,37.5,0.656,12,6,71.61599996,122.7717506,818.4274413,1012.815192,,
1.501,37.5,0.666,12,6,63.20859937,113.6212159,842.3145592,1019.144375,,
1.501,37.5,0.676,12,6,55.95260362,105.3012,862.149028,1023.402832,,
1.501,37.5,0.686,12,6,49.66726906,97.87428814,878.0892776,1025.630835,,
1.501,37.5,0.696,12,6,44.19835258,91.36332699,890.4352573,1025.996937,,
1.501,37.5,0.706,12,6,39.41628112,85.75561255,899.2553856,1024.427279,,
1.501,37.5,0.716,12,6,35.21358294,81.00856319,905.0298623,1021.252008,,
1.501,37.5,0.726,12,6,31.50196478,77.05637201,907.9248727,1016.483209,,
1.501,37.5,0.736,12,6,28.20933122,73.81708148,908.4643377,1010.49075,,
1.501,37.5,0.746,12,6,25.27695509,71.19952282,906.7259806,1003.202458,,
1.501,37.5,0.756,12,6,22.65693019,69.10962235,903.3523737,995.1189262,,
1.501,37.5,0.766,12,6,20.30997311,67.45569292,898.5324053,986.2980713,,
1.501,37.5,0.776,12,6,18.20359202,66.15248056,892.5658455,976.9219181,,
1.501,37.5,0.786,12,6,16.31060671,65.1238966,885.8266388,967.2611421,,
1.501,37.5,0.796,12,6,14.60798311,64.30450786,878.5026237,957.4151147,,
1.501,37.5,0.806,12,6,13.07593563,63.63996231,871.0297198,947.7456177,,
1.501,37.5,0.816,12,6,11.69724803,63.08658844,863.1800149,937.9638514,,
1.501,37.5,0.826,12,6,10.45676657,62.61042417,855.6250447,928.6922355,,
1.501,37.5,0.836,12,6,9.341024412,62.18591544,847.972587,919.4995268,,
1.501,37.5,0.846,12,6,8.337963615,61.79448605,840.7344465,910.8668962,,
1.501,37.5,0.856,12,6,7.436727711,61.4231315,833.8614273,902.7212865,,
1.501,37.5,0.866,12,6,6.62750444,61.06313863,827.2651522,894.9557953,,
1.501,37.5,0.876,12,6,5.901403553,60.70898787,821.0701954,887.6805868,,
1.501,37.5,0.886,12,6,5.250358969,60.35745842,815.3045035,880.9123209,,
1.3,11.95,3.00E-02,12,6,926993.0911,0,0,926993.0911,,
1.3,11.95,4.00E-02,12,6,1069286.813,16.96983337,0,1069303.782,,
1.3,11.95,5.00E-02,12,6,1113887.741,35.75380194,0,1113923.495,,
1.3,11.95,6.00E-02,12,6,1057849.197,56.57948032,0,1057905.777,,
1.3,11.95,7.00E-02,12,6,937523.3709,79.51211452,0,937602.883,,
1.3,11.95,8.00E-02,12,6,787131.5813,20167.08973,0,807298.671,,
1.3,11.95,9.00E-02,12,6,632162.0919,22715.35398,0,654877.4459,,
1.3,11.95,0.1,12,6,488485.8171,25164.08837,0,513649.9055,,
1.3,11.95,0.11,12,6,364708.3508,27533.92731,0,392242.2781,,
1.3,11.95,0.12,12,6,264213.3647,29854.24553,0,294067.6102,,
1.3,11.95,0.13,12,6,186670.0102,32162.15432,0,218832.1646,,
1.3,11.95,0.14,12,6,129390.6828,34499.01609,0,163889.6989,,
1.3,11.95,0.15,12,6,88570.9873,36222.87268,0,124793.86,,
1.3,11.95,0.16,12,6,60263.48882,38761.47653,25.42116888,99050.38652,,
1.3,11.95,0.17,12,6,40984.64587,41247.61153,568.990096,82801.24749,,
1.3,11.95,0.18,12,6,27973.64791,43629.01599,1884.952734,73487.61663,,
1.3,11.95,0.19,12,6,19204.24546,45841.49456,4165.268159,69211.00818,,
1.3,11.95,0.2,12,6,13267.81733,47807.38549,7554.171988,68629.37481,,
1.3,11.95,0.21,12,6,9218.82893,49457.45096,12224.88945,70901.16934,,
1.3,11.95,0.22,12,6,6433.962863,50697.19373,18369.9564,75501.11299,,
1.3,11.95,0.23,12,6,4503.903395,51415.51768,26207.76965,82127.19073,,
1.3,11.95,0.24,12,6,3158.125328,51508.48234,35977.33003,90643.9377,,
1.3,11.95,0.25,12,6,2215.641665,50883.84584,47878.95871,100978.4462,,
1.3,11.95,0.26,12,6,1553.698033,49474.50297,61952.13154,112980.3325,,
1.3,11.95,0.27,12,6,1088.003195,47253.05731,77950.54803,126291.6085,,
1.3,11.95,0.28,12,6,760.1152417,44245.0322,95059.79039,140064.9378,,
1.3,11.95,0.29,12,6,529.2341353,40537.33785,112154.3449,153220.9169,,
1.3,11.95,0.3,12,6,366.7437659,36278.46604,127569.1434,164214.3532,,
1.3,11.95,0.31,12,6,252.512475,31667.91966,140741.5516,172661.9837,,
1.3,11.95,0.32,12,6,172.3491466,27610.4545,150977.4203,178760.224,,
1.3,11.95,0.33,12,6,116.2366911,23743.60734,157666.458,181526.302,,
1.3,11.95,0.34,12,6,77.09764359,20239.88015,161316.7703,181633.7481,,
1.3,11.95,0.35,12,6,49.92818863,17232.60745,162371.1482,179653.6838,,
1.3,11.95,0.36,12,6,31.18910091,14782.9311,161319.3719,176133.4921,,
1.3,11.95,0.37,12,6,18.37661506,12882.49182,158633.9537,171534.8221,,
1.3,11.95,0.38,12,6,9.719649975,11468.54788,154725.4355,166203.703,,
1.3,11.95,0.39,12,6,3.965929547,10446.75784,149886.4241,160337.1478,,
1.3,11.95,0.4,12,6,0.2307371,9714.505813,144561.9774,154276.7139,,
1.3,11.95,0.41,12,6,-2.110144468,9178.894855,138812.628,147989.4128,,
1.3,11.95,0.42,12,6,-3.496284263,8766.807321,132859.6555,141622.9666,,
1.3,11.95,0.43,12,6,-4.236387279,8426.707613,126887.2804,135309.7517,,
1.3,11.95,0.44,12,6,-4.546456691,8126.385481,120958.2291,129080.0682,,
1.3,11.95,0.45,12,6,-4.576885958,7847.438058,115165.139,123008.0002,,
1.3,11.95,0.46,12,6,-4.431698211,7580.390029,109557.2813,117133.2396,,
1.3,11.95,0.47,12,6,-4.182210243,7320.830697,104176.2384,111492.8869,,
1.3,11.95,0.48,12,6,-3.87673481,7066.94647,99023.2231,106086.2928,,
1.3,11.95,0.49,12,6,-3.547466062,6818.155322,94111.35658,100925.9644,,
1.3,11.95,0.5,12,6,-3.215361144,6574.4355,89435.26571,96006.48585,,
1.3,11.95,0.51,12,6,-2.893595943,6336.017781,84983.63159,91316.75578,,
1.3,11.95,0.52,12,6,-2.590006248,6103.241594,80755.65249,86856.30408,,
1.3,13.54,2.00E-02,12,6,263356.6075,1449.370846,0,264805.9783,,
1.3,13.54,3.00E-02,12,6,397371.8127,3022.947783,0,400394.7605,,
1.3,13.54,4.00E-02,12,6,509164.2811,4610.873457,0,513775.1545,,
1.3,13.54,5.00E-02,12,6,582054.9109,6204.039828,0,588258.9507,,
1.3,13.54,6.00E-02,12,6,600336.2902,7804.321378,0,608140.6116,,
1.3,13.54,7.00E-02,12,6,575832.9331,9414.842282,0,585247.7754,,
1.3,13.54,8.00E-02,12,6,523023.4276,11039.50088,0,534062.9285,,
1.3,13.54,9.00E-02,12,6,454765.3045,12682.44891,0,467447.7534,,
1.3,13.54,0.1,12,6,380939.7767,14347.49972,0,395287.2764,,
1.3,13.54,0.11,12,6,308653.9564,16037.47279,0,324691.4292,,
1.3,13.54,0.12,12,6,242660.2843,17753.47647,0,260413.7608,,
1.3,13.54,0.13,12,6,185695.7564,19494.12588,0,205189.8823,,
1.3,13.54,0.14,12,6,138818.7102,21254.69064,0,160073.4008,,
1.3,13.54,0.15,12,6,101806.8632,23026.16953,0,124833.0328,,
1.3,13.54,0.16,12,6,73598.73101,24794.30075,12.65178064,98405.68354,,
1.3,13.54,0.17,12,6,52713.88185,26544.69406,293.5509562,79552.12686,,
1.3,13.54,0.18,12,6,37589.02683,28285.1896,1001.218479,66875.43491,,
1.3,13.54,0.19,12,6,26798.16804,29951.32659,2269.834196,59019.32883,,
1.3,13.54,0.2,12,6,19160.77812,31496.9441,4221.173691,54878.89591,,
1.3,13.54,0.21,12,6,13765.41536,32865.95687,6974.984101,53606.35633,,
1.3,13.54,0.22,12,6,9943.068818,33993.50712,10660.15976,54596.7357,,
1.3,13.54,0.23,12,6,7219.394918,34808.58241,15413.5989,57441.57623,,
1.5,11.95,3.00E-02,12,6,458511.3247,3465.010946,0,461976.3357,,
1.5,11.95,4.00E-02,12,6,597243.478,5396.844132,0,602640.3222,,
1.5,11.95,5.00E-02,12,6,693174.4598,7343.35644,0,700517.8163,,
1.5,11.95,6.00E-02,12,6,725012.1103,9306.697759,0,734318.8081,,
1.5,11.95,7.00E-02,12,6,705110.6891,11290.3514,0,716401.0405,,
1.5,11.95,8.00E-02,12,6,649580.9086,13298.60804,0,662879.5166,,
1.5,11.95,9.00E-02,12,6,573193.8477,15335.99267,0,588529.8403,,
1.5,11.95,0.1,12,6,487648.6909,17406.60762,0,505055.2985,,
1.5,11.95,0.11,12,6,401642.5031,19513.39546,0,421155.8985,,
1.5,11.95,0.12,12,6,321254.206,21657.31929,0,342911.5253,,
1.5,11.95,0.13,12,6,250272.0284,23836.45318,0,274108.4815,,
1.5,11.95,0.14,12,6,190520.3909,26044.97381,0,216565.3647,,
1.5,11.95,0.15,12,6,142256.6458,28272.0487,0,170528.6945,,
1.5,11.95,0.16,12,6,104632.5996,30516.33835,14.5371931,135163.4751,,
1.5,11.95,0.17,12,6,76160.83078,32792.8419,340.2726969,109293.9454,,
1.5,11.95,0.18,12,6,55115.53718,35029.31484,1168.714356,91313.56638,,
1.5,11.95,0.19,12,6,39821.8334,37180.32859,2665.802792,79667.96478,,
1.5,11.95,0.2,12,6,28823.6007,39188.27312,4984.279216,72996.15304,,
1.5,11.95,0.21,12,6,20949.09839,40983.57188,8274.356607,70207.02687,,
1.5,11.95,0.22,12,6,15307.27386,42486.21015,12695.99962,70489.48363,,
1.5,11.95,0.23,12,6,11247.48802,43608.93811,18417.04935,73273.47548,,
1.5,11.95,0.24,12,6,8307.267448,44262.41163,25610.38647,78180.06556,,
1.5,11.95,0.25,12,6,6162.707246,44362.33397,34416.18396,84941.22517,,
1.5,11.95,0.26,12,6,4587.942325,43838.33925,44865.79206,93292.07363,,
1.5,11.95,0.27,12,6,3424.891456,42684.87541,56811.69263,102921.4595,,
1.5,11.95,0.28,12,6,2561.927017,41086.22873,69718.33201,113366.4878,,
1.5,11.95,0.29,12,6,1919.335011,38879.66241,82883.01699,123682.0144,,
1.5,11.95,0.3,12,6,1439.549083,36145.08855,95244.51901,132829.1566,,
1.5,11.95,0.31,12,6,1080.588771,32998.13476,106307.1657,140385.8893,,
1.5,11.95,0.32,12,6,811.6012542,29588.10432,115506.016,145905.7216,,
1.5,11.95,0.33,12,6,609.7801148,26084.85341,122386.9325,149081.566,,
1.5,11.95,0.34,12,6,458.1962247,22659.98798,127098.277,150216.4612,,
1.5,11.95,0.35,12,6,344.2452802,19466.70297,129817.7523,149628.7006,,
1.5,11.95,0.36,12,6,258.5220254,16622.37339,130792.7917,147673.6872,,
1.5,11.95,0.37,12,6,193.9960832,14198.54382,130307.3923,144699.9322,,
1.5,11.95,0.38,12,6,145.4046349,12228.91492,128636.3009,141010.6204,,
1.5,11.95,0.39,12,6,108.8029342,11161.28089,126014.7847,137284.8685,,
1.5,11.95,0.4,12,6,81.23065418,9852.301869,122742.3444,132675.877,,
1.5,11.95,0.41,12,6,60.4636947,8887.755944,118942.6132,127890.8329,,
1.5,11.95,0.42,12,6,44.82926121,8210.69971,114803.3031,123058.8321,,
1.5,11.95,0.43,12,6,33.06789369,7718.880833,110475.079,118227.0278,,
1.5,13.54,4.00E-02,12,6,240323.0218,2117.47116,0,242440.493,,
1.5,13.54,5.00E-02,12,6,308734.543,3204.482402,0,311939.0254,,
1.5,13.54,6.00E-02,12,6,353064.9844,4329.802104,0,357394.7865,,
1.5,13.54,7.00E-02,12,6,373173.9801,5494.483841,0,378668.4639,,
1.5,13.54,8.00E-02,12,6,372244.5934,6699.827375,0,378944.4208,,
1.5,13.54,9.00E-02,12,6,354853.5761,7947.190568,0,362800.7667,,
1.5,13.54,0.1,12,6,325795.8924,9237.743714,0,335033.6361,,
1.5,13.54,0.11,12,6,289524.0706,10615.16465,0,300139.2353,,
1.5,13.54,0.12,12,6,249890.3959,12046.48899,0,261936.8849,,
1.5,13.54,0.13,12,6,210025.0788,13523.08709,0,223548.1659,,
1.5,13.54,0.14,12,6,172285.5537,15040.33698,0,187325.8907,,
1.5,13.54,0.15,12,6,138260.5711,16590.63318,0,154851.2043,,
1.5,13.54,0.16,12,6,108828.7692,18162.65879,5.960011471,126997.388,,
1.5,13.54,0.17,12,6,84267.84916,19740.63657,146.298238,104154.784,,
1.5,13.54,0.18,12,6,64399.41935,21303.60645,522.0961161,86225.12191,,
1.5,13.54,0.19,12,6,48746.17771,22824.80285,1231.571674,72802.55223,,
1.5,13.54,0.2,12,6,36677.39994,24271.23851,2372.103387,63320.74183,,
1.5,13.54,0.21,12,6,27525.16028,25603.63779,4041.632142,57170.43022,,
1.5,13.54,0.22,12,6,20663.56476,26816.04199,6342.342791,53821.94955,,
1.5,13.54,0.23,12,6,15552.41956,27840.19945,9378.593491,52771.2125,,
