A,Z,nu,E0,ThetaDeg,cross,error,dataSet
12,6,1.1674,3.4886,14,5843.28,207.3860088,12
12,6,1.1675,4.6286,16,897.684,31.98253224,12
12,6,1.1675,4.6286,16,865.704,31.85226227,12
12,6,1.1675,4.6286,16,897.684,32.27323093,12
12,6,1.1675,4.6286,16,865.704,31.41763578,12
12,6,1.1677,4.6286,25,1.51356,0.077331318,12
12,6,1.1686,5.15,17.98,120.6,4.398753293,12
12,6,1.172,4.6286,20,114.9084,4.407719649,12
12,6,1.172,4.6286,20,113.8032,4.052512603,12
12,6,1.172,4.6286,20,113.8032,4.044787356,12
12,6,1.172,4.6286,20,114.9084,4.406865616,12
12,6,1.172,3.269,32.98,19.2048,0.709257489,12
12,6,1.1725,2.095,59.96,11.21916,0.409872543,12
12,6,1.1729,3.4886,28,59.4732,2.106331663,12
12,6,1.1733,2.3466,20,3300.84,116.2515353,12
12,6,1.1735,2.3466,45,40.9188,1.489451797,12
12,6,1.1742,3.4886,20,967.068,34.31135058,12
12,6,1.1755,2.3466,30,621.756,21.96718992,12
12,6,1.1783,2.3466,60,0.807768,0.050877556,12
12,6,1.1823,4.6286,25,1.81968,0.087126245,12
12,6,1.1825,2.095,59.96,11.45796,0.418021069,12
12,6,1.1826,4.6286,10.65,9467.52,338.1197692,12
12,6,1.1835,3.269,21.98,725.484,25.53349269,12
12,6,1.1854,4.6286,16,940.68,33.8918606,12
12,6,1.1854,5.15,17.98,123.804,4.519847031,12
12,6,1.1856,3.269,32.98,20.3268,0.747815399,12
12,6,1.1858,2.3466,45,41.7036,1.502768931,12
12,6,1.1866,3.4886,14,5851.56,207.6873801,12
12,6,1.1877,3.4886,28,62.5236,2.212076296,12
12,6,1.1878,2.3466,60,0.96324,0.054795022,12
12,6,1.1885,4.6286,20,121.212,4.597505046,12
12,6,1.1915,2.3466,30,621.06,21.86669813,12
12,6,1.1916,3.4886,20,969.588,34.38764889,12
12,6,1.1918,2.3466,20,3186.72,112.0299586,12
12,6,1.1926,2.095,59.96,12.1644,0.442221234,12
12,6,1.1969,4.6286,25,2.04816,0.094027014,12
12,6,1.1973,2.3466,60,1.126608,0.060870213,12
12,6,1.1981,2.3466,45,43.9524,1.577517904,12
12,6,1.1993,3.269,32.98,21.6132,0.792497657,12
12,6,1.2005,3.269,21.98,737.664,25.87889808,12
12,6,1.2022,4.6286,10.65,9403.08,335.9541048,12
12,6,1.2022,5.15,17.98,128.304,4.702940834,12
12,6,1.2026,3.4886,28,64.986,2.296877141,12
12,6,1.2027,2.095,59.96,13.0548,0.473166633,12
12,6,1.2033,4.6286,16,914.652,32.90966261,12
12,6,1.2049,4.6286,20,124.92,4.691416421,12
12,6,1.2058,3.4886,14,5757.12,204.3862021,12
12,6,1.2067,2.3466,60,1.31892,0.067989744,12
12,6,1.2075,2.3466,30,636.732,22.40820726,12
12,6,1.209,3.4886,20,1008.516,35.73876155,12
12,6,1.2103,2.3466,20,3199.44,112.4663479,12
12,6,1.2104,2.3466,45,45.18,1.619939383,12
12,6,1.2115,4.6286,25,2.40288,0.10581013,12
12,6,1.2128,2.095,59.96,13.6296,0.493088859,12
12,6,1.2129,3.269,32.98,22.9068,0.837798497,12
12,6,1.2152,2.095,74.97,0.675636,0.03046283,12
12,6,1.2162,2.3466,60,1.43388,0.07202722,12
12,6,1.2174,3.4886,28,68.2092,2.409367929,12
12,6,1.2175,3.269,21.98,753.42,26.45469907,12
12,6,1.219,5.15,17.98,135.324,4.945999815,12
12,6,1.2212,4.6286,16,937.668,33.70690163,12
12,6,1.2213,4.6286,20,126.816,4.74442358,12
12,6,1.2219,4.6286,10.65,9136.44,326.4823676,12
12,6,1.2227,2.3466,45,47.2452,1.691366445,12
12,6,1.2229,2.095,59.96,14.9892,0.544987026,12
12,6,1.2232,2.095,74.97,0.795768,0.033446904,12
12,6,1.2234,2.3466,30,632.928,22.27260538,12
12,6,1.225,3.4886,14,5724.72,203.2895894,12
12,6,1.2257,2.3466,60,1.66308,0.080484545,12
12,6,1.2261,4.6286,25,2.877,0.121881527,12
12,6,1.2265,3.4886,20,1009.416,35.77540492,12
12,6,1.2266,3.269,32.98,23.7564,0.86663886,12
12,6,1.2289,2.3466,20,3186.24,112.0018517,12
12,6,1.2299,5.15,11.97,3548.04,127.0143155,12
12,6,1.2312,2.095,74.97,0.88134,0.036131252,12
12,6,1.2323,3.4886,28,69.8556,2.465936967,12
12,6,1.2329,2.095,59.96,15.564,0.578298021,12
12,6,1.2346,3.269,21.98,774.096,27.08342055,12
12,6,1.235,2.3466,45,49.3008,1.762356312,12
12,6,1.2351,2.3466,60,1.92348,0.089821118,12
12,6,1.2358,5.15,17.98,139.032,5.090193197,12
12,6,1.2377,4.6286,20,133.344,4.973205286,12
12,6,1.2391,4.6286,16,925.644,33.28122407,12
12,6,1.2393,2.095,74.97,1.013664,0.040678354,12
12,6,1.2394,2.3466,30,648.948,22.82771453,12
12,6,1.2402,3.269,32.98,25.2156,0.917496589,12
12,6,1.2406,4.6286,25,3.2946,0.136169631,12
12,6,1.2415,4.6286,10.65,9110.4,325.6079838,12
12,6,1.2439,3.4886,20,1024.368,36.28388689,12
12,6,1.2442,3.4886,14,5716.68,202.9299311,12
12,6,1.2446,2.3466,60,2.06316,0.094687977,12
12,6,1.2471,3.4886,28,73.818,2.603756559,12
12,6,1.2473,2.3466,45,50.8716,1.816700123,12
12,6,1.2473,2.095,74.97,1.136292,0.044970541,12
12,6,1.2474,2.3466,20,3031.08,106.625048,12
12,6,1.249,5.15,11.97,3624.24,128.7266981,12
12,6,1.2516,3.269,21.98,790.464,27.65041776,12
12,6,1.2517,5.15,17.97,144.144,5.207047037,12
12,6,1.2539,3.269,32.98,26.7024,0.969010339,12
12,6,1.2541,2.3466,60,2.25132,0.10109006,12
12,6,1.2542,4.6286,20,136.248,5.070401829,12
12,6,1.2552,4.6286,25,3.88608,0.157040559,12
12,6,1.2553,2.095,74.97,1.29108,0.050271144,12
12,6,1.2554,2.3466,30,645.144,22.6943748,12
12,6,1.257,4.6286,16,965.832,34.68469742,12
12,6,1.2596,2.3466,45,54.1212,1.92969517,12
12,6,1.2612,4.6286,10.65,8841.96,316.0519093,12
12,6,1.2613,3.4886,20,1079.496,38.24541212,12
12,6,1.262,3.4886,28,77.3136,2.728436518,12
12,6,1.2621,5.15,22.98,1.55412,0.08909855,12
12,6,1.2634,3.4886,14,5727.36,203.3779182,12
12,6,1.2634,2.095,74.97,1.48884,0.057173934,12
12,6,1.2636,2.3466,60,2.71248,0.117815776,12
12,6,1.2659,2.3466,20,3047.88,107.2219826,12
12,6,1.2675,3.269,32.98,26.922,0.976267525,12
12,6,1.268,5.15,11.97,3597,127.4385487,12
12,6,1.2686,3.269,21.98,800.988,28.01424709,12
12,6,1.2686,5.15,17.97,146.544,5.292457275,12
12,6,1.2698,4.6286,25,4.476,0.177598471,12
12,6,1.2706,4.6286,20,135.744,5.050070955,12
12,6,1.2713,2.3466,30,665.688,23.40730961,12
12,6,1.2714,2.095,74.97,1.6032,0.061138035,12
12,6,1.2719,2.3466,45,56.322,2.005558121,12
12,6,1.273,2.3466,60,2.99808,0.127556487,12
12,6,1.2749,4.6286,16,993.336,35.63274374,12
12,6,1.2768,3.4886,28,81.2232,2.868550155,12
12,6,1.2769,5.15,22.98,1.88208,0.098412767,12
12,6,1.2787,3.4886,20,1068.348,37.94569607,12
12,6,1.2794,2.095,74.97,1.77996,0.067261587,12
12,6,1.2808,4.6286,10.65,8822.64,315.4523907,12
12,6,1.2812,3.269,32.98,28.6992,1.037784084,12
12,6,1.2825,2.3466,60,3.13896,0.132138695,12
12,6,1.2826,3.4886,14,5597.04,199.4341131,12
12,6,1.2843,2.3466,45,57.936,2.060568506,12
12,6,1.2844,2.3466,20,2995.8,105.3973439,12
12,6,1.2844,4.6286,25,4.88256,0.191472683,12
12,6,1.2854,5.15,17.97,154.38,5.556047592,12
12,6,1.2856,3.269,21.98,808.308,28.26948528,12
12,6,1.287,5.15,11.97,3661.92,129.2399504,12
12,6,1.287,4.6286,20,143.976,5.334554285,12
12,6,1.2873,2.3466,30,664.956,23.37715569,12
12,6,1.2875,2.095,74.97,1.95588,0.073339225,12
12,6,1.2918,5.15,22.98,2.14788,0.105371136,12
12,6,1.292,2.3466,60,3.3762,0.140189881,12
12,6,1.2927,4.6286,16,957.12,34.32711477,12
12,6,1.2948,3.269,32.98,31.146,1.122788842,12
12,6,1.2955,2.095,74.97,2.13672,0.079558484,12
12,6,1.2966,2.3466,45,60.5076,2.150080432,12
12,6,1.2989,4.6286,25,5.5614,0.214874538,12
12,6,1.3004,4.6286,10.65,8752.32,312.9925492,12
12,6,1.3014,2.3466,60,3.64452,0.149968231,12
12,6,1.3018,3.4886,14,5484.84,198.6872702,12
12,6,1.3022,5.15,17.97,155.772,5.605163103,12
12,6,1.3026,3.269,21.98,824.256,28.82215789,12
12,6,1.3029,2.3466,20,2907.6,102.3288872,12
12,6,1.3033,2.3466,30,667.056,23.45044592,12
12,6,1.3035,4.6286,20,144.48,5.347330978,12
12,6,1.3035,2.095,74.97,2.2848,0.084592961,12
12,6,1.3061,5.15,11.97,3666.84,129.2751675,12
12,6,1.3066,5.15,22.98,2.51292,0.115965413,12
12,6,1.3085,3.269,32.98,31.4244,1.132049438,12
12,6,1.3089,2.3466,45,63.6528,2.259102858,12
12,6,1.3106,4.6286,16,982.02,35.22012925,12
12,6,1.3109,2.3466,60,3.86736,0.157366956,12
12,6,1.3116,2.095,74.97,2.43156,0.089670723,12
12,6,1.3135,3.4886,20,1078.236,38.20864404,12
12,6,1.3135,4.6286,25,6.2772,0.23976066,12
12,6,1.319,5.15,17.97,163.908,5.895490332,12
12,6,1.3192,2.3466,30,688.296,24.21288286,12
12,6,1.3196,3.269,21.98,836.16,29.23614328,12
12,6,1.3196,2.095,74.97,2.69436,0.098788816,12
12,6,1.3199,4.6286,20,156.732,5.780138187,12
12,6,1.3201,4.6286,10.65,8633.04,308.7901724,12
12,6,1.3204,2.3466,60,4.15848,0.16946039,12
12,6,1.321,3.4886,14,5402.64,194.1643353,12
12,6,1.3212,2.3466,45,68.0076,2.416282253,12
12,6,1.3214,3.4886,28,86.5908,3.124604933,12
12,6,1.3215,2.3466,20,2931.48,103.2806538,12
12,6,1.3215,5.15,22.98,2.75664,0.126312546,12
12,6,1.3221,3.269,32.98,32.964,1.185290744,12
12,6,1.3251,5.15,11.97,3709.68,130.7517454,12
12,6,1.3276,2.095,74.97,2.87376,0.104993171,12
12,6,1.3281,4.6286,25,7.1904,0.271718574,12
12,6,1.3285,4.6286,16,1034.352,37.04152954,12
12,6,1.3309,3.4886,20,1105.188,39.01606261,12
12,6,1.334,2.095,59.98,24.5784,0.877931066,12
12,6,1.3352,2.3466,30,683.952,24.2592786,12
12,6,1.3356,2.095,74.97,3.11448,0.114038515,12
12,6,1.3358,5.15,17.97,168.528,6.245661948,12
12,6,1.3358,3.269,32.98,33.888,1.216938674,12
12,6,1.3359,2.095,74.99,2.9904,0.112962512,12
12,6,1.3362,3.4886,28,92.568,3.319158569,12
12,6,1.3363,4.6286,20,156.828,5.776393463,12
12,6,1.3363,5.15,22.98,3.19836,0.138165047,12
12,6,1.3366,3.269,21.98,840.084,29.3707569,12
12,6,1.3393,2.3466,60,4.44924,0.193671699,12
12,6,1.3397,4.6286,10.65,8612.76,308.2097542,12
12,6,1.34,2.3466,20,2827.44,99.37695685,12
12,6,1.3402,3.4886,14,5503.32,197.5008558,12
12,6,1.3403,2.095,44.98,166.38,5.791427753,12
12,6,1.3427,4.6286,25,7.914,0.296763937,12
12,6,1.3439,2.095,74.99,3.24348,0.12014647,12
12,6,1.344,2.095,59.98,26.7216,0.946143327,12
12,6,1.3442,5.15,11.97,3772.68,132.9337964,12
12,6,1.3458,2.3466,45,71.7576,2.576301926,12
12,6,1.3464,4.6286,16,1052.376,37.67594113,12
12,6,1.3483,3.4886,20,1094.136,38.60769958,12
12,6,1.3488,2.3466,60,5.1,0.211022775,12
12,6,1.3494,3.269,32.98,35.9148,1.286836812,12
12,6,1.3511,3.4886,28,94.6068,3.381981776,12
12,6,1.3512,2.3466,30,685.968,24.18907389,12
12,6,1.3512,5.15,22.98,3.82392,0.158575355,12
12,6,1.3519,2.095,74.99,3.52536,0.129899078,12
12,6,1.3526,5.15,17.97,175.152,6.453762634,12
12,6,1.3527,4.6286,20,160.848,5.921317454,12
12,6,1.3532,2.095,44.98,171.804,5.976382669,12
12,6,1.3536,3.269,21.98,855.384,29.90132009,12
12,6,1.3541,2.095,59.98,28.0272,0.991446943,12
12,6,1.3573,4.6286,25,8.8824,0.330176355,12
12,6,1.3581,2.3466,45,72.1344,2.581490085,12
12,6,1.3583,2.3466,60,5.33508,0.218428433,12
12,6,1.3585,2.3466,20,2783.28,97.7483035,12
12,6,1.3594,4.6286,10.65,8351.52,299.0225039,12
12,6,1.3594,3.4886,14,5319.12,191.1075441,12
12,6,1.3599,2.095,74.99,3.72588,0.136814534,12
12,6,1.3631,3.269,32.98,37.5252,1.342840967,12
12,6,1.3632,5.15,11.97,3747.36,132.0528441,12
12,6,1.3642,2.095,59.98,29.5788,1.045112381,12
12,6,1.3643,4.6286,16,1050.288,37.56556349,12
12,6,1.3657,3.4886,20,1099.02,38.77178658,12
12,6,1.3659,3.4886,28,96.1452,3.433447516,12
12,6,1.366,5.15,22.98,4.29864,0.176002799,12
12,6,1.3661,2.095,44.98,174.372,6.065235973,12
12,6,1.3671,2.3466,30,671.988,23.69437893,12
12,6,1.3677,2.3466,60,5.68656,0.230419954,12
12,6,1.368,2.095,74.99,4.03236,0.147380291,12
12,6,1.3692,4.6286,20,165.564,6.075257308,12
12,6,1.3694,5.15,17.97,176.352,6.492858992,12
12,6,1.3704,2.3466,45,76.2,2.72214422,12
12,6,1.3706,3.269,21.98,866.904,30.29942344,12
12,6,1.3718,4.6286,25,9.3204,0.345042976,12
12,6,1.3742,2.095,59.98,30.642,1.082022758,12
12,6,1.376,2.095,74.99,4.17264,0.152305973,12
12,6,1.3767,3.269,32.98,39.1752,1.405043101,12
12,6,1.377,2.3466,20,2731.2,95.95063182,12
12,6,1.3772,2.3466,60,5.92644,0.238079208,12
12,6,1.3786,3.4886,14,5181,186.1750723,12
12,6,1.379,4.6286,10.65,8503.2,304.3333958,12
12,6,1.379,2.095,44.98,178.284,6.200832727,12
12,6,1.3808,3.4886,28,100.4472,3.582498866,12
12,6,1.3809,5.15,22.98,4.74444,0.189574527,12
12,6,1.3822,4.6286,16,1076.316,38.48363625,12
12,6,1.3823,5.15,11.97,3754.32,132.2896426,12
12,6,1.3827,2.3466,45,79.5516,2.837859034,12
12,6,1.3831,2.3466,30,685.236,24.15101293,12
12,6,1.3832,3.4886,20,1095.972,38.66427813,12
12,6,1.384,2.095,74.99,4.4856,0.163179773,12
12,6,1.3843,2.095,59.98,31.9992,1.128927088,12
12,6,1.3856,4.6286,20,176.304,6.453152013,12
12,6,1.3862,5.15,17.97,185.292,6.804817593,12
12,6,1.3864,4.6286,25,10.25376,0.377462134,12
12,6,1.3867,2.3466,60,6.37464,0.253605362,12
12,6,1.3876,3.269,21.98,859.452,30.03955012,12
12,6,1.3904,3.269,32.98,41.5044,1.489246836,12
12,6,1.3919,2.095,44.98,182.568,6.349258901,12
12,6,1.3921,2.095,74.99,4.79424,0.173864633,12
12,6,1.3944,2.095,59.98,33.6168,1.185104914,12
12,6,1.395,2.3466,45,82.9176,2.95445832,12
12,6,1.3956,2.3466,20,2692.08,94.60662383,12
12,6,1.3956,3.4886,28,103.0476,3.672481474,12
12,6,1.3957,5.15,22.98,5.60256,0.219410097,12
12,6,1.3962,2.3466,60,6.69108,0.265167779,12
12,6,1.3978,3.4886,14,5060.76,182.0004347,12
12,6,1.3987,4.6286,10.65,8286.96,296.7308666,12
12,6,1.3991,2.3466,30,680.568,23.98650176,12
12,6,1.4001,4.6286,16,1101.276,39.36825617,12
12,6,1.4001,2.095,74.99,5.0778,0.183613444,12
12,6,1.4006,3.4886,20,1088.844,38.40274881,12
12,6,1.401,4.6286,25,11.1378,0.408058816,12
12,6,1.4013,5.15,11.97,3769.08,132.7921153,12
12,6,1.402,4.6286,20,185.124,6.762087255,12
12,6,1.4031,5.15,17.97,190.608,6.991868112,12
12,6,1.404,3.269,32.98,43.1832,1.557188931,12
12,6,1.4045,2.095,59.98,34.9956,1.232789759,12
12,6,1.4046,3.269,21.98,874.08,30.54441176,12
12,6,1.4048,2.095,44.98,185.544,6.452119945,12
12,6,1.4056,2.3466,60,7.29588,0.285611369,12
12,6,1.4073,2.3466,45,84.8772,3.021919287,12
12,6,1.4081,2.095,74.99,5.3472,0.192878455,12
12,6,1.4105,3.4886,28,106.7604,3.800782413,12
12,6,1.4106,5.15,22.98,6.04272,0.234784694,12
12,6,1.4141,2.3466,20,2675.04,94.03318042,12
12,6,1.4145,2.095,59.98,36.1728,1.273441397,12
12,6,1.415,2.3466,30,693.312,24.42953019,12
12,6,1.4151,2.3466,60,7.71744,0.300471406,12
12,6,1.4156,4.6286,25,12.234,0.446266424,12
12,6,1.4162,2.095,74.99,5.6334,0.202803537,12
12,6,1.417,3.4886,14,4932.72,177.5134751,12
12,6,1.4177,2.095,44.98,188.928,6.569242605,12
12,6,1.4177,3.269,32.98,44.3724,1.571017496,12
12,6,1.418,3.4886,20,1112.82,39.23582336,12
12,6,1.418,4.6286,16,1106.256,39.5280338,12
12,6,1.4183,4.6286,10.65,8359.68,299.4714884,12
12,6,1.4185,4.6286,20,186.444,6.805164571,12
12,6,1.4196,2.3466,45,88.404,3.144261369,12
12,6,1.4199,5.15,17.97,198.516,7.267152592,12
12,6,1.4203,5.15,11.97,3756,132.3466366,12
12,6,1.4216,3.269,21.98,879.54,30.73319064,12
12,6,1.4242,2.095,74.99,6.06204,0.217653483,12
12,6,1.4246,2.095,59.98,37.4748,1.318544843,12
12,6,1.4246,2.3466,60,8.073,0.312862839,12
12,6,1.425,3.116,44.98,1.40604,0.076879119,12
12,6,1.4253,3.4886,28,112.1856,3.98875854,12
12,6,1.4254,5.15,22.98,6.81072,0.261314124,12
12,6,1.4302,4.6286,25,12.6432,0.460027876,12
12,6,1.4305,2.095,44.98,193.02,6.714350726,12
12,6,1.431,2.3466,30,681.444,24.01272618,12
12,6,1.4313,3.269,32.98,45.4032,1.604360842,12
12,6,1.4319,2.3466,45,91.3176,3.24391102,12
12,6,1.4321,2.095,74.98,6.55368,0.232305059,12
12,6,1.4326,2.3466,20,2616,91.99821519,12
12,6,1.4338,3.116,24.98,540.408,18.96037522,12
12,6,1.434,2.3466,60,8.42496,0.324737357,12
12,6,1.4347,2.095,59.98,39.2616,1.375959721,12
12,6,1.4349,4.6286,20,192.168,7.006653957,12
12,6,1.4354,3.4886,20,1131.744,39.89982466,12
12,6,1.4358,3.116,44.98,1.52748,0.076701685,12
12,6,1.4359,4.6286,16,1135.2,40.5343078,12
12,6,1.4362,3.4886,14,5094.48,183.1784212,12
12,6,1.4367,5.15,17.97,204.756,7.481554776,12
12,6,1.438,4.6286,10.65,8251.44,295.4888752,12
12,6,1.4386,3.269,21.98,891.456,31.14630729,12
12,6,1.4394,5.15,11.97,3736.8,131.6925966,12
12,6,1.4402,3.4886,28,116.8092,4.14910523,12
12,6,1.4402,2.095,74.98,6.82788,0.243612924,12
12,6,1.4403,5.15,22.98,7.30068,0.278376067,12
12,6,1.4434,2.095,44.98,200.628,7.094856355,12
12,6,1.4435,2.3466,60,8.97876,0.343850297,12
12,6,1.4442,2.3466,45,91.794,3.260500362,12
12,6,1.4447,4.6286,25,13.8492,0.502033346,12
12,6,1.4448,2.095,59.98,41.5152,1.473940051,12
12,6,1.445,3.269,32.98,47.6952,1.696956222,12
12,6,1.4466,3.116,44.98,1.64976,0.078934091,12
12,6,1.447,2.3466,30,679.452,23.94299012,12
12,6,1.4482,2.095,74.98,7.12452,0.260270573,12
12,6,1.45,3.116,24.98,545.376,19.10872241,12
12,6,1.4511,2.3466,20,2523,88.80898816,12
12,6,1.4513,4.6286,20,202.296,7.355505,12
12,6,1.4528,3.4886,20,1140.696,40.20124149,12
12,6,1.453,2.3466,60,9.44364,0.360210674,12
12,6,1.4535,5.15,17.97,210.384,7.68239521,12
12,6,1.4538,4.6286,16,1158.228,41.33495924,12
12,6,1.4548,2.095,59.98,42.8928,1.521590511,12
12,6,1.455,3.4886,28,121.212,4.301431313,12
12,6,1.4551,5.15,22.98,8.1714,0.308371869,12
12,6,1.4554,3.4886,14,4920.36,177.0464816,12
12,6,1.4557,3.269,21.98,898.62,31.42844545,12
12,6,1.4562,2.095,74.98,7.57992,0.275982357,12
12,6,1.4563,2.095,44.98,204.624,7.232456195,12
12,6,1.4565,2.3466,45,96.7752,3.434679083,12
12,6,1.4574,3.116,44.98,1.866,0.084218717,12
12,6,1.4576,4.6286,10.65,8204.28,293.8575437,12
12,6,1.4584,5.15,11.97,3771.6,132.8956983,12
12,6,1.4586,3.269,32.98,50.466,1.788175502,12
12,6,1.4593,4.6286,25,14.4204,0.521302472,12
12,6,1.4625,2.3466,60,10.33212,0.393287185,12
12,6,1.4629,2.3466,30,706.248,24.9073441,12
12,6,1.4642,2.095,74.98,8.1408,0.295488728,12
12,6,1.4649,2.095,59.98,44.2164,1.567458171,12
12,6,1.4663,3.116,24.98,559.44,19.5594212,12
12,6,1.4677,4.6286,20,207.312,7.530521959,12
12,6,1.4682,3.116,44.98,2.11896,0.092319148,12
12,6,1.4688,2.3466,45,100.938,3.59372435,12
12,6,1.4692,2.095,44.98,205.476,7.261337303,12
12,6,1.4696,2.3466,20,2593.8,91.53956671,12
12,6,1.4699,3.4886,28,127.344,4.515020667,12
12,6,1.47,5.15,22.98,9.01392,0.337986559,12
12,6,1.4702,3.4886,20,1156.56,40.75736048,12
12,6,1.4703,5.15,17.97,219.192,7.987825303,12
12,6,1.4717,4.6286,16,1162.212,41.46649209,12
12,6,1.4723,2.095,74.98,8.72652,0.315870144,12
12,6,1.4723,3.269,32.98,51.5856,1.826723248,12
12,6,1.4727,3.269,21.98,917.856,32.17967285,12
12,6,1.4739,4.6286,25,15.5688,0.561434682,12
12,6,1.4745,3.4886,14,4916.28,176.9647889,12
12,6,1.475,2.095,59.98,46.7856,1.656583143,12
12,6,1.4773,4.6286,10.65,7977.12,285.968084,12
12,6,1.4775,5.15,11.97,3747.48,132.0558301,12
12,6,1.4789,2.3466,30,696.084,24.60053664,12
12,6,1.479,3.116,44.98,2.2518,0.096767193,12
12,6,1.4803,2.095,74.98,9.08676,0.328461173,12
12,6,1.4811,2.3466,45,101.3124,3.606283991,12
12,6,1.4814,2.3466,60,11.17296,0.410670731,12
12,6,1.4821,2.095,44.98,208.968,7.383855293,12
12,6,1.4826,3.116,24.98,567.42,19.83466526,12
12,6,1.4842,4.6286,20,207.192,7.520118296,12
12,6,1.4847,3.4886,28,128.832,4.565373714,12
12,6,1.4848,5.15,22.98,9.8634,0.367513702,12
12,6,1.4851,2.095,59.98,47.4396,1.679357224,12
12,6,1.486,3.269,32.98,54.42,1.925099791,12
12,6,1.4871,5.15,17.97,228.624,8.314122448,12
12,6,1.4876,3.4886,20,1156.536,40.76019686,12
12,6,1.4882,2.3466,20,2459.88,86.55257556,12
12,6,1.4883,2.095,74.98,9.57276,0.345272506,12
12,6,1.4885,4.6286,25,15.7956,0.568700384,12
12,6,1.4896,4.6286,16,1158.084,41.30350593,12
12,6,1.4897,3.269,21.98,921.408,32.40233903,12
12,6,1.4898,3.116,44.98,2.46204,0.104026237,12
12,6,1.4909,2.3466,60,11.59896,0.422322809,12
12,6,1.4934,2.3466,45,105.0264,3.717536441,12
12,6,1.4937,3.4886,14,4902.12,176.4653476,12
12,6,1.4949,2.3466,30,683.52,24.05907509,12
12,6,1.495,2.095,44.98,206.628,7.300365301,12
12,6,1.4951,2.095,59.98,49.7988,1.761008977,12
12,6,1.4964,2.095,74.98,10.18488,0.366336651,12
12,6,1.4965,5.15,11.97,3742.44,131.8842039,12
12,6,1.4969,4.6286,10.65,7910.88,283.6470648,12
12,6,1.4988,3.116,24.98,573.804,20.05514911,12
12,6,1.4996,3.269,32.98,56.5824,2.000093686,12
12,6,1.4996,3.4886,28,132.648,4.697120038,12
12,6,1.4996,5.15,22.98,10.49124,0.388865258,12
12,6,1.5003,2.3466,60,12.5016,0.453440238,12
12,6,1.5006,4.6286,20,215.52,7.81377936,12
12,6,1.5006,3.116,44.98,2.74032,0.113919509,12
12,6,1.503,4.6286,25,17.1732,0.616865985,12
12,6,1.5039,5.15,17.97,233.508,8.484372603,12
12,6,1.5044,2.095,74.98,10.82808,0.388677819,12
12,6,1.505,3.4886,20,1164.48,41.02880877,12
12,6,1.5052,2.095,59.98,50.9892,1.802188877,12
12,6,1.5057,2.3466,45,108.8124,3.847516029,12
12,6,1.5067,2.3466,20,2437.92,85.81049049,12
12,6,1.5075,4.6286,16,1212.12,43.2168011,12
12,6,1.5079,2.095,44.98,213.228,7.528491704,12
12,6,1.5098,2.3466,60,12.9372,0.46854357,12
12,6,1.5108,2.3466,30,683.28,24.04963423,12
12,6,1.5115,3.116,44.98,2.83812,0.117507737,12
12,6,1.5124,2.095,74.98,11.38452,0.408128509,12
12,6,1.5129,3.4886,14,4706.04,169.6037388,12
12,6,1.5133,3.269,32.98,59.3088,2.094653446,12
12,6,1.5144,3.4886,28,137.964,4.88162053,12
12,6,1.5145,5.15,22.98,11.10264,0.410094282,12
12,6,1.5151,3.116,24.98,573.828,20.05726751,12
12,6,1.5153,2.095,59.98,53.7972,1.8997494,12
12,6,1.5155,5.15,11.97,3731.16,131.4998953,12
12,6,1.5166,4.6286,10.65,7800.84,279.8101635,12
12,6,1.517,4.6286,20,228.456,8.262862463,12
12,6,1.5176,4.6286,25,18.2496,0.653895416,12
12,6,1.518,2.3466,45,111.1284,3.927129398,12
12,6,1.5193,2.3466,60,13.7592,0.49678386,12
12,6,1.5205,2.095,74.99,11.99712,0.423490878,12
12,6,1.5207,5.15,17.97,238.836,8.669503902,12
12,6,1.5208,2.095,44.98,213.888,7.485295128,12
12,6,1.5219,3.269,42.98,2.27892,0.103207374,12
12,6,1.5223,3.116,44.98,2.99448,0.122652257,12
12,6,1.5225,3.4886,20,1154.328,40.67053672,12
12,6,1.5237,3.269,21.98,882.588,31.32717456,12
12,6,1.5252,2.3466,20,2407.92,84.84824774,12
12,6,1.5254,4.6286,16,1194.984,42.59248395,12
12,6,1.5254,2.095,59.98,55.794,1.957976965,12
12,6,1.5268,2.3466,30,675.228,23.76863573,12
12,6,1.5269,3.269,32.98,60.9624,2.152025165,12
12,6,1.5286,2.095,74.99,12.7092,0.449500612,12
12,6,1.5288,2.3466,60,14.3976,0.518943424,12
12,6,1.5293,3.4886,28,139.032,4.918252717,12
12,6,1.5293,5.15,22.98,11.61324,0.427728582,12
12,6,1.5303,2.3466,45,113.0292,3.993137635,12
12,6,1.5314,3.116,24.98,579.096,20.23942725,12
12,6,1.5321,3.4886,14,4726.92,170.3261478,12
12,6,1.5322,4.6286,25,19.2744,0.690058263,12
12,6,1.5329,3.269,42.98,2.37288,0.103729284,12
12,6,1.5331,3.116,44.98,3.33204,0.134780609,12
12,6,1.5335,4.6286,20,233.148,8.427090797,12
12,6,1.5337,2.095,44.98,222.108,7.781627551,12
12,6,1.5346,5.15,11.97,3765.12,132.6743609,12
12,6,1.5354,2.095,59.98,58.0032,2.051735013,12
12,6,1.5362,4.6286,10.65,7827.6,280.7047833,12
12,6,1.5366,2.095,74.99,13.3644,0.477072038,12
12,6,1.5376,5.15,17.97,249.168,9.029165342,12
12,6,1.5382,2.3466,60,15.156,0.544998041,12
12,6,1.5399,3.4886,20,1165.332,41.05992166,12
