1.41       0.5       0.198143      0.0594253     0.00597769      0.0462392
1.49       0.5        0.18772      0.0504435     0.00552668      0.0276334
1.57       0.5       0.170625      0.0505438     0.00583198      0.0203547
1.65       0.5        0.16303      0.0657085     0.00570251      0.0136083
1.73       0.5       0.217954       0.058385     0.00585313     0.00307289
1.81       0.5       0.306355      0.0628858     0.00757263     0.00411556
1.89       0.5       0.246467      0.0749388      0.0142125      0.0108901
1.97       0.5       0.389885      0.0742639      0.0222792     0.00701381
2.05       0.5       0.385787      0.0827447       0.023904     0.00758493
2.13       0.5       0.510991      0.0932008      0.0278326      0.0227257
2.93       0.5        1.36714       0.426493       0.079051     0.00701259
3.01       0.5         1.7193       0.435008      0.0814776     0.00828586
3.09       0.5        1.63341       0.454633      0.0813712      0.0126909
3.17       0.5        1.95575        0.45442      0.0854052      0.0177256
3.25       0.5        2.25037       0.464453      0.0850775      0.0199672
3.33       0.5        2.01836       0.107398      0.0681747      0.0046695
3.41       0.5        2.14661       0.154476      0.0621916     0.00200618
3.49       0.5        2.47073       0.325968      0.0774578      0.0236677
3.57       0.5         2.4591       0.495415      0.0921703      0.0529979
3.65       0.5        2.94144       0.629634       0.115823      0.0726975
3.73       0.5        2.91203       0.517186       0.103964      0.0763276
3.81       0.5         3.2477        0.59237       0.113701      0.0561488
3.89       0.5         3.0616       0.406757      0.0807533      0.0538355
3.97       0.5        3.60218       0.630124       0.119342      0.0922909
4.05       0.5        4.13292       0.652797       0.133604       0.109927
0.61       0.8       0.032897     0.00756477     0.00806909    0.000349143
0.69       0.8       0.048977      0.0109861      0.0100438    0.000574589
0.77       0.8      0.0603334      0.0152223      0.0100408     0.00249677
0.85       0.8      0.0718296      0.0186142     0.00936913     0.00257496
0.93       0.8       0.095049      0.0208676     0.00725212     0.00113759
1.01       0.8      0.0954078      0.0161845      0.0050172     0.00258952
1.09       0.8       0.113472      0.0156161      0.0046253     0.00201498
1.17       0.8       0.115197      0.0147023     0.00479761    0.000670633
1.25       0.8       0.121758      0.0145842     0.00572953     0.00272008
1.33       0.8      0.0773714      0.0160436     0.00672795     0.00815117
1.41       0.8      0.0831963      0.0195329     0.00814469      0.0107395
1.49       0.8      0.0953583      0.0164935       0.010969     0.00832684
1.57       0.8       0.115922      0.0228832      0.0106433     0.00878075
2.45       0.8       0.451682      0.0387426      0.0137016              0
2.53       0.8       0.522515      0.0375403      0.0143011              0
2.61       0.8       0.532682      0.0344537      0.0137815     0.00027563
2.69       0.8       0.633324      0.0320794      0.0139605    0.000297031
2.77       0.8       0.663392      0.0389934      0.0147024              0
2.85       0.8        0.67215      0.0494532      0.0168278    0.000343425
2.93       0.8        0.80734      0.0479037      0.0162136     0.00036849
3.01       0.8        0.86723      0.0461973      0.0153991    0.000789698
3.09       0.8       0.886044        0.05662      0.0169015    0.000422537
