3.57      2.75       0.289468     0.00809999    0.000213158              0
3.65      2.75       0.307154     0.00820657    0.000213158              0
3.73      2.75       0.310251     0.00788683    0.000213158              0
3.81      2.75       0.332633     0.00852631    0.000213158              0
3.89      2.75       0.342148      0.0103381    0.000213158              0
3.97      2.75       0.355159      0.0103381    0.000213158              0
4.05      2.75       0.336143      0.0105513    0.000213158              0
4.13      2.75       0.365889      0.0106579    0.000213158              0
4.21      2.75       0.379207     0.00873946    0.000213158              0
4.29      2.75       0.389482     0.00884604    0.000213158              0
4.37      2.75       0.400817      0.0104447    0.000213158              0
4.45      2.75       0.414389      0.0159868    0.000213158              0
4.53      2.75       0.445512      0.0177987    0.000213158              0
4.61      2.75       0.451255      0.0198237    0.000213158              0
1.41      3.25      0.0377289     0.00191842    0.000213158              0
1.49      3.25      0.0413973       0.002025    0.000213158              0
1.57      3.25      0.0438039     0.00213158    0.000213158              0
1.65      3.25       0.051371     0.00213158    0.000213158              0
1.73      3.25      0.0579699     0.00245131    0.000213158              0
1.81      3.25      0.0598114     0.00255789    0.000213158              0
1.89      3.25      0.0628772     0.00213158    0.000213158              0
1.97      3.25      0.0670764       0.002025    0.000213158              0
2.05      3.25      0.0755644     0.00191842    0.000213158              0
2.13      3.25      0.0825986     0.00213158    0.000213158              0
2.21      3.25      0.0886736     0.00213158    0.000213158              0
2.29      3.25      0.0910882     0.00245131    0.000213158              0
2.37      3.25       0.100794     0.00266447    0.000213158              0
2.45      3.25       0.106946     0.00287763    0.000213158              0
2.53      3.25       0.114882     0.00490263    0.000213158              0
2.61      3.25       0.125004     0.00543552    0.000213158              0
2.69      3.25       0.130677     0.00586184    0.000213158              0
2.77      3.25       0.144779      0.0050092    0.000213158              0
2.85      3.25       0.148438     0.00607499    0.000213158              0
2.93      3.25       0.158419     0.00607499    0.000213158              0
3.01      3.25       0.167761     0.00607499    0.000213158              0
3.09      3.25       0.174363     0.00660789    0.000213158              0
3.17      3.25       0.174683     0.00660789    0.000213158              0
3.25      3.25       0.184057     0.00671447    0.000213158              0
3.33      3.25       0.199825     0.00671447    0.000213158              0
3.41      3.25       0.210049     0.00639473    0.000213158              0
3.49      3.25       0.215076      0.0055421    0.000213158              0
3.57      3.25       0.221494     0.00596841    0.000213158              0
3.65      3.25       0.230504     0.00628815    0.000213158              0
3.73      3.25       0.229449     0.00650131    0.000213158              0
3.81      3.25       0.245543     0.00692762    0.000213158              0
3.89      3.25       0.264396     0.00714078    0.000213158              0
3.97      3.25       0.264477      0.0075671    0.000213158              0
4.05      3.25       0.280722     0.00820657    0.000213158              0
4.13      3.25       0.287987     0.00991183    0.000213158              0
0.93      3.75      0.0133311     0.00117237    0.000213158              0
1.01      3.75      0.0165984     0.00117237    0.000213158              0
1.09      3.75      0.0174719     0.00117237    0.000213158              0
1.17      3.75       0.020423     0.00138552    0.000213158              0
1.25      3.75       0.022321     0.00127895    0.000213158              0
1.33      3.75      0.0244066     0.00106579    0.000213158              0
1.41      3.75      0.0251036     0.00117237    0.000213158              0
1.49      3.75        0.02835     0.00106579    0.000213158              0
1.57      3.75      0.0310144     0.00106579    0.000213158              0
1.65      3.75      0.0334658     0.00106579    0.000213158              0
1.73      3.75      0.0390078     0.00127895    0.000213158              0
1.81      3.75      0.0420091      0.0014921    0.000213158              0
1.89      3.75      0.0449763     0.00170526    0.000213158              0
1.97      3.75      0.0497672     0.00181184    0.000213158              0
2.05      3.75      0.0560355     0.00181184    0.000213158              0
2.13      3.75      0.0605368     0.00191842    0.000213158              0
2.21      3.75      0.0672487     0.00287763    0.000213158              0
2.29      3.75      0.0707106     0.00277105    0.000213158              0
2.37      3.75       0.073646     0.00298421    0.000213158              0
2.45      3.75      0.0795078     0.00277105    0.000213158              0
2.53      3.75      0.0867552     0.00277105    0.000213158              0
2.61      3.75      0.0897394     0.00298421    0.000213158              0
2.69      3.75      0.0995446     0.00277105    0.000213158              0
2.77      3.75       0.103973     0.00309079    0.000213158              0
2.85      3.75       0.112014     0.00341052    0.000213158              0
2.93      3.75       0.118516     0.00341052    0.000213158              0
3.01      3.75       0.122415     0.00330394    0.000213158              0
3.09      3.75       0.125337     0.00383684    0.000106579              0
