14.4	5.24	14.4	1.19
14.4	5.64	14.6	1.25
14.5	6.34	14.7	1.5
14.7	6.9	14.9	1.84
14.8	7.39	15	2.15
15	8.06	15.2	2.14
15.1	8.18	15.4	1.88
15.3	8.57	15.6	1.71
15.4	9.04	15.7	2.05
15.5	9.56	15.8	3.1
15.6	10.88	15.9	3.88
15.7	12.65	16	4.79
15.7	13.24	16.2	5.42
15.8	13.77	16.3	5.37
15.9	14.85	16.5	4.26
16	15.96	16.5	3.51
16.1	15.4	16.6	2.61
16.2	14.74	16.7	2.24
16.2	14.01	16.9	2.04
16.2	13.59	17	1.98
16.2	12.84	17.2	2.4
16.3	12.07	17.3	2.83
16.3	11.41	17.5	3.23
16.4	10.67	17.6	3.47
16.4	9.93	17.8	3.55
16.4	9.14	18	3.5
16.5	8.08	18.1	3.43
16.5	7.28	18.3	3.45
16.6	6.69	18.5	3.16
16.8	6.05	18.6	2.96
16.9	5.93	18.8	3
17	5.42	18.9	3.48
17.2	4.79	19.1	4.23
17.4	4.32	19.1	4.95
17.5	4.3	19.2	5.62
17.7	4.61	19.3	6.46
17.8	5.04	19.4	7.25
17.9	5.73	19.5	7.97
18.1	6.23	19.6	8.34
18.2	6.8	19.8	8.15
18.3	7.57	19.9	7.16
18.5	7.98	20	6.36
18.6	8.16	20.1	5.42
18.8	8.15	20.2	4.69
19	7.3	20.4	4.51
19.1	6.75	20.6	4.42
19.4	6.22	20.7	4.48
19.4	6.73	20.9	4.24
19.5	7.67	21	3.61
19.6	8.26	21.3	3.06
19.8	8.88	21.5	2.97
19.9	9.33	21.6	3.12
20.1	8.57	21.8	3.38
20.4	7.95	21.9	3.47
20.5	8.21	22.1	3.56
20.6	8.48	22.3	3.59
20.8	8.85	22.4	3.7
20.9	9.82	22.6	3.96
21	10.37	22.8	4.21
21.2	11.14	22.9	4.29
21.2	11.93	23.1	3.94
21.4	12.87	23.2	3.26
21.4	13.64	23.4	2.75
21.5	14.63	23.6	2.63
21.6	15.15	23.8	3.02
21.8	15.67	24	3.35
22	16.02	24.1	3.52
22	15.52	24.3	3.6
22.2	14.82	24.4	3.31
22.3	14.23	24.6	3.27
22.4	13.73	24.8	3.44
22.5	13.03	24.9	3.57
22.6	11.9	25.1	3.66
22.7	10.93	25.3	3.62
22.8	10.2	25.4	3.48
23	9.35	25.6	3.4
23.1	9.73	25.8	3.17
23.2	10.17	25.9	2.99
23.4	10.75	26.1	3.11
23.5	11.43	26.2	3.35
23.6	12.1	26.4	3.58
23.8	12.37	26.6	3.65
23.9	12.57	26.7	3.65
24	12.55	26.9	3.7
24.2	11.83	27.1	3.9
24.3	11.24	27.3	3.94
24.4	10.87	27.4	3.7
24.6	10.07	27.6	3.35
24.8	9.76	27.7	3.18
24.8	9.36	27.9	3.19
24.9	10.27	28	3.28
25.1	10.88	28.2	3.46
25.2	11.34	28.4	3.66
25.3	11.92	28.5	3.85
25.5	12.55	28.7	3.9
25.6	13.08	28.9	3.84
25.8	13.71	29.1	3.59
25.9	13.81	29.2	3.5
26.2	13.26	29.4	3.64
26.3	12.66	29.5	3.78
26.5	12.82	29.7	3.9
26.7	12.96	29.9	3.98
26.8	12.9	30	3.93
27	12.76	30.2	3.84
27.2	12.06	30.4	3.95
27.3	12.14	30.5	3.89
27.5	12.17	30.7	3.88
