0.03	0.0069	0.0007
0.04	0.01095	0.00075
0.05	0.01275	0.00075
0.06	0.0142	0.0009
0.07	0.016	0.001
0.08	0.0172	0.0012
0.09	0.01815	0.00115
0.10	0.01765	0.00135
0.11	0.01755	0.00125
0.12	0.0166	0.0012
0.13	0.01445	0.00115
0.14	0.0127	0.0011
0.15	0.01055	0.00135
0.16	0.0085	0.0012
0.17	0.0074	0.0011
0.18	0.0068	0.001
0.19	0.00495	0.00095
0.02	0.0036	0.001
0.21	0.0026	0.001
