0.0300	0.0093	0.0007
0.0400	0.0130	0.0009
0.0500	0.0175	0.0012
0.0600	0.0198	0.0013
0.0700	0.0203	0.0014
0.0800	0.0177	0.0029
0.0900	0.0144	0.0024
0.1000	0.0138	0.0011
0.1100	0.0088	0.0019
0.1200	0.0076	0.0015
0.1300	0.0064	0.0013
0.1400	0.0054	0.0012
