0.03	0.02235	0.00125
0.04	0.0254	0.0011
0.05	0.0263	0.0012
0.06	0.0273	0.0014
0.07	0.0263	0.0014
0.08	0.0256	0.0024
0.09	0.0236	0.002
0.10	0.01865	0.00115
0.11	0.01755	0.00165
0.12	0.01415	0.00135
0.13	0.0114	0.0012
0.14	0.00945	0.00115
