  0.30000  0.09000 -0.00353  0.00050  0.406E-09  0.296E-03  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.406E-09  0.296E-03
  0.30000  0.09000 -0.00303  0.00100  0.590E-09  0.556E-03  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.590E-09  0.556E-03
  0.30000  0.09000 -0.00253  0.00150  0.852E-09  0.100E-02  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.852E-09  0.100E-02
  0.30000  0.09000 -0.00203  0.00200  0.122E-08  0.174E-02  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.122E-08  0.174E-02
  0.30000  0.08999 -0.00153  0.00250  0.175E-08  0.289E-02  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.175E-08  0.289E-02
  0.30000  0.08999 -0.00103  0.00300  0.249E-08  0.460E-02  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.249E-08  0.460E-02
  0.30000  0.08999 -0.00053  0.00350  0.351E-08  0.705E-02  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.351E-08  0.705E-02
  0.30000  0.08998 -0.00003  0.00400  0.494E-08  0.104E-01  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.494E-08  0.104E-01
  0.30000  0.08998  0.00048  0.00450  0.692E-08  0.147E-01  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.692E-08  0.147E-01
  0.30000  0.08997  0.00098  0.00500  0.965E-08  0.199E-01  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.965E-08  0.199E-01
  0.30000  0.08997  0.00148  0.00550  0.134E-07  0.260E-01  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.134E-07  0.260E-01
  0.30000  0.08996  0.00198  0.00600  0.186E-07  0.326E-01  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.186E-07  0.326E-01
  0.30000  0.08996  0.00248  0.00650  0.260E-07  0.393E-01  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.260E-07  0.393E-01
  0.30000  0.08995  0.00298  0.00700  0.369E-07  0.456E-01  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.369E-07  0.456E-01
  0.30000  0.08994  0.00348  0.00750  0.541E-07  0.509E-01  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.541E-07  0.509E-01
  0.30000  0.08994  0.00398  0.00800  0.838E-07  0.550E-01  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.838E-07  0.550E-01
  0.30000  0.08993  0.00448  0.00850  0.140E-06  0.574E-01  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.140E-06  0.574E-01
  0.30000  0.08992  0.00498  0.00900  0.255E-06  0.582E-01  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.255E-06  0.582E-01
  0.30000  0.08991  0.00548  0.00950  0.499E-06  0.574E-01  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.499E-06  0.574E-01
  0.30000  0.08990  0.00598  0.01000  0.102E-05  0.556E-01  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.102E-05  0.556E-01
  0.30000  0.08989  0.00648  0.01050  0.212E-05  0.531E-01  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.212E-05  0.531E-01
  0.30000  0.08988  0.00698  0.01100  0.437E-05  0.503E-01  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.437E-05  0.503E-01
  0.30000  0.08987  0.00748  0.01150  0.883E-05  0.476E-01  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.883E-05  0.476E-01
  0.30000  0.08986  0.00798  0.01200  0.174E-04  0.452E-01  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.174E-04  0.452E-01
  0.30000  0.08984  0.00848  0.01250  0.331E-04  0.431E-01  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.331E-04  0.431E-01
  0.30000  0.08983  0.00898  0.01300  0.608E-04  0.412E-01  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.608E-04  0.412E-01
  0.30000  0.08982  0.00948  0.01350  0.108E-03  0.393E-01  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.108E-03  0.393E-01
