  0.57000  0.32490 -0.01403  0.00050  0.214E-16  0.477E-12  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.214E-16  0.477E-12
  0.57000  0.32490 -0.01353  0.00100  0.347E-16  0.682E-12  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.347E-16  0.682E-12
  0.57000  0.32490 -0.01303  0.00150  0.561E-16  0.971E-12  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.561E-16  0.971E-12
  0.57000  0.32490 -0.01253  0.00200  0.902E-16  0.138E-11  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.902E-16  0.138E-11
  0.57000  0.32489 -0.01203  0.00250  0.144E-15  0.196E-11  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.144E-15  0.196E-11
  0.57000  0.32489 -0.01153  0.00300  0.230E-15  0.277E-11  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.230E-15  0.277E-11
  0.57000  0.32489 -0.01103  0.00350  0.363E-15  0.393E-11  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.363E-15  0.393E-11
  0.57000  0.32488 -0.01053  0.00400  0.572E-15  0.564E-11  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.572E-15  0.564E-11
  0.57000  0.32488 -0.01003  0.00450  0.895E-15  0.830E-11  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.895E-15  0.830E-11
  0.57000  0.32487 -0.00953  0.00500  0.139E-14  0.128E-10  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.139E-14  0.128E-10
  0.57000  0.32487 -0.00903  0.00550  0.216E-14  0.216E-10  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.216E-14  0.216E-10
  0.57000  0.32486 -0.00853  0.00600  0.333E-14  0.408E-10  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.333E-14  0.408E-10
  0.57000  0.32486 -0.00803  0.00650  0.510E-14  0.858E-10  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.510E-14  0.858E-10
