0.045	0.00048	0.00015
0.065	0.00097	0.00025
0.085	0.00169	0.00024
0.105	0.00279	0.00036
0.125	0.00431	0.00059
0.145	0.00536	0.00064
0.165	0.00617	0.00076
0.186	0.00705	0.00082
0.205	0.00590	0.00086
0.225	0.00630	0.00083
0.245	0.00534	0.00079
0.265	0.00348	0.00080
0.285	0.00307	0.00074
0.305	0.00300	0.00083
0.325	0.00331	0.00098
0.345	0.00307	0.00135
