 ################ 1 Barreau:1983ht             1
##################### 2 O'Connell:1987ag           1
#  3 Sealock:1989nx             1
################## 4 Baran:1988tw               1
# 5 Bagdasaryan:1988hp         0
# 6 Dai - HallA:2019da            1
# 7 Arrington:1995hs           1
 8 Day:1993md                 1
 9 Arrington:1998psnoCC       0
10 Gaskell:2008               1
11 Whitney:1974hr             0
12 AlsamiJan05                  1
13 VaheJun07                  1
14 E139                       0
15 Fomin                      0
16 Yamaguchi73
17 Ryan84
18 Cyzyk63
19 Bounin63
20 Spanner
21 Mihovilovic:2024ymj
Bosted:1992fy                           set =           25
 Rock-pc                                 set =           26
 Tvaskis:2006                            set =           27
 GarinoBates:1992                        set =           28
 Day:1993md                              set =           29
 YaLIJan05:2005                          set =           30
 VaheJun07: 2007                         set =           31
 E139                                    set =           32
 MurphyHallA:2019                        set =           33
 Franz:1981cw                            set =           34
   Z   A     E        theta     Nu      CS           err        set
   6  12   0.05510 141.00000   0.02867  0.1540E+05  0.4620E+03  20
   6  12   0.05510 141.00000   0.02874  0.1484E+05  0.4452E+03  20
   6  12   0.05510 141.00000   0.02876  0.1577E+05  0.4731E+03  20
   6  12   0.05510 141.00000   0.02883  0.1484E+05  0.4452E+03  20
   6  12   0.05510 141.00000   0.02885  0.1509E+05  0.4527E+03  20
   6  12   0.05510 141.00000   0.02889  0.1528E+05  0.4584E+03  20
   6  12   0.05510 141.00000   0.02894  0.1547E+05  0.4641E+03  20
   6  12   0.05510 141.00000   0.02898  0.1509E+05  0.4527E+03  20
   6  12   0.05510 141.00000   0.02903  0.1491E+05  0.4473E+03  20
   6  12   0.05510 141.00000   0.02904  0.1537E+05  0.4611E+03  20
   6  12   0.05510 141.00000   0.02912  0.1479E+05  0.4437E+03  20
   6  12   0.05510 141.00000   0.02921  0.1485E+05  0.4455E+03  20
   6  12   0.05510 141.00000   0.02929  0.1473E+05  0.4419E+03  20
   6  12   0.05510 141.00000   0.02932  0.1516E+05  0.4548E+03  20
   6  12   0.05510 141.00000   0.02935  0.1541E+05  0.4623E+03  20
   6  12   0.05510 141.00000   0.02943  0.1473E+05  0.4419E+03  20
   6  12   0.05510 141.00000   0.02952  0.1491E+05  0.4473E+03  20
   6  12   0.05510 141.00000   0.02960  0.1451E+05  0.4353E+03  20
   6  12   0.05510 141.00000   0.02962  0.1498E+05  0.4494E+03  20
   6  12   0.05510 141.00000   0.02970  0.1492E+05  0.4476E+03  20
   6  12   0.05510 141.00000   0.02978  0.1501E+05  0.4503E+03  20
   6  12   0.05510 141.00000   0.02983  0.1513E+05  0.4539E+03  20
   6  12   0.05510 141.00000   0.02990  0.1523E+05  0.4569E+03  20
   6  12   0.05510 141.00000   0.02996  0.1492E+05  0.4476E+03  20
   6  12   0.05510 141.00000   0.03000  0.1529E+05  0.4587E+03  20
   6  12   0.05510 141.00000   0.03004  0.1504E+05  0.4512E+03  20
   6  12   0.05510 141.00000   0.03005  0.1473E+05  0.4419E+03  20
   6  12   0.05510 141.00000   0.03010  0.1535E+05  0.4605E+03  20
   6  12   0.05510 141.00000   0.03012  0.1492E+05  0.4476E+03  20
   6  12   0.05510 141.00000   0.03023  0.1492E+05  0.4476E+03  20
   6  12   0.05510 141.00000   0.03028  0.1467E+05  0.4401E+03  20
   6  12   0.05510 141.00000   0.03036  0.1486E+05  0.4458E+03  20
   6  12   0.05510 141.00000   0.03039  0.1446E+05  0.4338E+03  20
   6  12   0.05510 141.00000   0.03047  0.1462E+05  0.4386E+03  20
   6  12   0.05510 141.00000   0.03050  0.1474E+05  0.4422E+03  20
6	12	0.855	70	0.2945	292.232	7.2765	21
6	12	0.855	70	0.304	301.678	5.821	21
6	12	0.855	70	0.305	327.508 7.6405	21
6	12	0.855	70	0.3145	347.868 10.5515	21
6	12	0.855	70	0.3245	383.873	9.46	21
6	12	0.855	70	0.334	396.228 9.4595	21
6	12	0.855	70	0.344	409.312	10.187	21
6	12	0.855	70	0.3545	418.029	9.46	21
6	12	0.855	70	0.364	426.019	10.187	21
6	12	0.855	70	0.374	426.005	10.187	21
6	12	0.855	70	0.375	443.831	9.096	21
6	12	0.855	70	0.384	424.171 8.3685	21
6	12	0.855	70	0.385	439.087	8.732	21
6	12	0.855	70	0.394	423.428 0.5515	21
6	12	0.855	70	0.404	422.322 9.4595	21
6	12	0.855	70	0.414	414.303 10.1865	21
6	12	0.855	70	0.424	390.641	7.641	21
6	12	0.855	70	0.424	423.021	10.187	21
6	12	0.855	70	0.4335	412.456 2.0065	21
6	12	0.855	70	0.444	422.992 10.187	21
6	12	0.855	70	0.454	447.717 11.6425	21
6	12	0.855	70	0.464	453.888	10.551	21
6	12	0.855	70	0.474	470.609 10.5515	21
6	12	0.855	70	0.4835	500.065 0.9155	21
6	12	0.855	70	0.4845	504.430 10.9155	21
6	12	0.855	70	0.494	520.788 12.0065	21
6	12	0.855	70	0.505	552.425	13.098	21
6	12	0.855	70	0.5155	572.057	13.826	21
6	12	0.855	70	0.5245	586.96	17.828	21
6	12	0.855	70	0.5255	599.692 9.4595	21
6	12	0.855	70	0.5355	636.788	17.464	21
6	12	0.855	70	0.5455	644.05	18.919	21
6	12	0.855	70	0.555	626.572	18.919	21
6	12	0.855	70	0.5655	670.944	18.1915	21
     13     27    1.9680   55.2100    0.8680 0.1844E+02 0.1134E+01    25
     13     27    1.9680   55.2100    0.8960 0.2533E+02 0.9990E+00    25
     13     27    1.9680   55.2100    0.9240 0.3024E+02 0.1080E+01    25
     13     27    1.9680   55.2100    0.9520 0.3564E+02 0.2430E+01    25
     13     27    1.9680   55.2100    0.9800 0.4104E+02 0.3510E+01    25
     13     27    1.9680   55.2100    1.0080 0.4995E+02 0.2970E+01    25
     13     27    1.9680   55.2100    1.0360 0.5103E+02 0.4590E+01    25
     13     27    2.4070   41.1100    0.8250 0.2122E+02 0.2997E+01    25
     13     27    2.4070   41.1100    0.8570 0.3024E+02 0.3240E+01    25
     13     27    2.4070   41.1100    0.8900 0.4509E+02 0.1890E+01    25
     13     27    2.4070   41.1100    0.9230 0.5724E+02 0.1890E+01    25
     13     27    2.4070   41.1100    0.9550 0.6831E+02 0.1890E+01    25
     13     27    2.4070   41.1100    0.9880 0.7263E+02 0.3510E+01    25
     13     27    2.4070   41.1100    1.0210 0.8721E+02 0.3240E+01    25
     13     27    2.4070   41.1100    1.0530 0.9477E+02 0.2970E+01    25
     13     27    2.4070   41.1100    1.0860 0.1002E+03 0.3510E+01    25
     13     27    2.4070   58.8800    1.3040 0.5292E+01 0.4860E+00    25
     13     27    2.4070   58.8800    1.3320 0.6777E+01 0.4320E+00    25
     13     27    2.4070   58.8800    1.3610 0.8127E+01 0.5670E+00    25
     13     27    2.4070   58.8800    1.3890 0.1080E+02 0.1107E+01    25
     13     27    2.4070   58.8800    1.4180 0.1274E+02 0.8910E+00    25
     13     27    2.4070   58.8800    1.4460 0.1739E+02 0.1269E+01    25
     13     27    2.8370   44.9900    1.2300 0.4725E+01 0.6750E+00    25
     13     27    2.8370   44.9900    1.2640 0.8559E+01 0.7020E+00    25
     13     27    2.8370   44.9900    1.2980 0.9909E+01 0.5400E+00    25
     13     27    2.8370   44.9900    1.3320 0.1309E+02 0.7020E+00    25
     13     27    2.8370   44.9900    1.3660 0.1555E+02 0.9180E+00    25
     13     27    2.8370   44.9900    1.4000 0.1574E+02 0.1647E+01    25
     13     27    2.8370   44.9900    1.4340 0.2141E+02 0.1296E+01    25
     13     27    2.8370   44.9900    1.4680 0.2678E+02 0.1404E+01    25
     13     27    2.8370   44.9900    1.5020 0.3024E+02 0.2430E+01    25
     13     27    2.8370   61.2000    1.6820 0.1709E+01 0.5427E+00    25
     13     27    2.8370   61.2000    1.7070 0.1777E+01 0.2295E+00    25
     13     27    2.8370   61.2000    1.7320 0.2546E+01 0.2700E+00    25
     13     27    2.8370   61.2000    1.7570 0.3240E+01 0.3510E+00    25
     13     27    2.8370   61.2000    1.7820 0.2673E+01 0.6075E+00    25
     13     27    2.8370   61.2000    1.8070 0.4239E+01 0.5130E+00    25
     13     27    2.8370   61.2000    1.8310 0.4914E+01 0.5400E+00    25
     13     27    2.8370   61.2000    1.8560 0.5481E+01 0.8910E+00    25
     13     27    3.4000   34.6900    1.2540 0.1550E+02 0.2241E+01    25
     13     27    3.4000   34.6900    1.2930 0.1901E+02 0.1188E+01    25
     13     27    3.4000   34.6900    1.3320 0.2462E+02 0.1242E+01    25
     13     27    3.4000   34.6900    1.3710 0.2376E+02 0.1269E+01    25
     13     27    3.4000   34.6900    1.4100 0.3240E+02 0.2700E+01    25
     13     27    3.4000   44.4800    1.7000 0.3699E+01 0.5940E+00    25
     13     27    3.4000   44.4800    1.7320 0.3753E+01 0.5400E+00    25
     13     27    3.4000   44.4800    1.7630 0.5238E+01 0.6480E+00    25
     13     27    3.4000   44.4800    1.7950 0.6291E+01 0.1161E+01    25
     13     27    3.4000   57.5700    2.1110 0.1058E+01 0.2241E+00    25
     13     27    3.4000   57.5700    2.1400 0.1069E+01 0.2106E+00    25
     13     27    3.4000   57.5700    2.1700 0.1955E+01 0.3564E+00    25
     13     27    3.9560   28.4100    1.2470 0.1852E+02 0.3159E+01    25
     13     27    3.9560   28.4100    1.2900 0.2727E+02 0.2700E+01    25
     13     27    3.9560   28.4100    1.3320 0.3375E+02 0.2700E+01    25
     13     27    3.9560   28.4100    1.3750 0.3645E+02 0.2970E+01    25
     13     27    3.9560   28.4100    1.4170 0.3807E+02 0.4050E+01    25
     13     27    3.9560   35.3800    1.6600 0.5562E+01 0.1296E+01    25
     13     27    3.9560   35.3800    1.6960 0.5130E+01 0.8100E+00    25
     13     27    3.9560   35.3800    1.7320 0.7479E+01 0.9450E+00    25
     13     27    3.9560   35.3800    1.7680 0.9261E+01 0.1080E+01    25
     13     27    3.9560   35.3800    1.8040 0.1158E+02 0.1566E+01    25
     13     27    3.9560   43.7100    2.0690 0.1768E+01 0.6804E+00    25
     13     27    3.9560   43.7100    2.1060 0.1768E+01 0.3402E+00    25
     13     27    3.9560   43.7100    2.1430 0.1498E+01 0.2997E+00    25
     13     27    3.9560   43.7100    2.1790 0.2395E+01 0.4347E+00    25
     13     27    3.9560   59.2900    2.6460 0.2322E+00 0.8910E-01    25
     13     27    3.9560   59.2900    2.6720 0.5049E+00 0.1269E+00    25
     13     27    3.9560   59.2900    2.6980 0.6372E+00 0.1620E+00    25
     13     27    4.5070   35.5900    2.0600 0.2616E+01 0.9558E+00    25
     13     27    4.5070   35.5900    2.1020 0.2638E+01 0.5130E+00    25
     13     27    4.5070   35.5900    2.1440 0.3699E+01 0.5940E+00    25
     13     27    4.5070   35.5900    2.1860 0.3429E+01 0.6210E+00    25
     13     27    4.5070   35.5900    2.2280 0.6480E+01 0.1566E+01    25
     13     27    4.5070   45.6600    2.6420 0.4671E+00 0.1674E+00    25
     13     27    4.5070   45.6600    2.6740 0.4050E+00 0.1485E+00    25
     13     27    4.5070   45.6600    2.7070 0.1067E+01 0.2619E+00    25
     13     27    5.5070   15.1400    0.7420 0.2319E+03 0.3267E+02    25
     13     27    5.5070   15.1400    0.7860 0.2003E+03 0.2214E+02    25
     13     27    5.5070   15.1400    0.8310 0.3402E+03 0.2700E+02    25
     13     27    5.5070   15.1400    0.8750 0.3834E+03 0.2700E+02    25
     13     27    5.5070   15.1400    0.9190 0.4833E+03 0.2970E+02    25
     13     27    5.5070   15.1400    0.9630 0.6021E+03 0.3240E+02    25
     13     27    5.5070   15.1400    1.0080 0.6453E+03 0.2970E+02    25
     13     27    5.5070   15.1400    1.0520 0.6804E+03 0.3510E+02    25
     13     27    5.5070   15.1400    1.0960 0.7101E+03 0.4320E+02    25
     13     27    5.5070   15.1400    1.1400 0.8208E+03 0.4860E+02    25
     13     27    5.5070   15.1400    1.1850 0.8451E+03 0.5130E+02    25
     13     27    5.5070   15.1400    1.2290 0.8667E+03 0.5400E+02    25
     13     27    5.5070   15.1400    1.2730 0.9720E+03 0.7560E+02    25
     13     27    5.5070   18.9800    1.0410 0.1053E+02 0.2916E+01    25
     13     27    5.5070   18.9800    1.0900 0.2144E+02 0.3132E+01    25
     13     27    5.5070   18.9800    1.1380 0.2562E+02 0.3213E+01    25
     13     27    5.5070   18.9800    1.1870 0.3645E+02 0.2970E+01    25
     13     27    5.5070   18.9800    1.2350 0.4725E+02 0.2700E+01    25
     13     27    5.5070   18.9800    1.2840 0.7290E+02 0.3240E+01    25
     13     27    5.5070   18.9800    1.3320 0.7560E+02 0.3510E+01    25
     13     27    5.5070   18.9800    1.3810 0.8262E+02 0.3510E+01    25
     13     27    5.5070   18.9800    1.4290 0.1040E+03 0.3780E+01    25
     13     27    5.5070   18.9800    1.4780 0.1245E+03 0.4590E+01    25
     13     27    5.5070   18.9800    1.5260 0.1285E+03 0.6480E+01    25
     13     27    5.5070   18.9800    1.5750 0.1585E+03 0.7560E+01    25
     13     27    5.5070   18.9800    1.6230 0.1814E+03 0.9720E+01    25
     13     27    5.5070   18.9800    1.6710 0.2176E+03 0.2106E+02    25
     13     27    5.5070   22.8000    1.6000 0.1096E+02 0.1728E+01    25
     13     27    5.5070   22.8000    1.6440 0.1363E+02 0.1215E+01    25
     13     27    5.5070   22.8000    1.6880 0.1631E+02 0.1161E+01    25
     13     27    5.5070   22.8000    1.7320 0.2006E+02 0.1242E+01    25
     13     27    5.5070   22.8000    1.7760 0.2271E+02 0.1161E+01    25
     13     27    5.5070   22.8000    1.8190 0.2589E+02 0.1215E+01    25
     13     27    5.5070   22.8000    1.8630 0.2700E+02 0.1350E+01    25
     13     27    5.5070   22.8000    1.9070 0.3402E+02 0.1890E+01    25
     13     27    5.5070   22.8000    1.9510 0.3996E+02 0.2430E+01    25
     13     27    5.5070   22.8000    1.9950 0.4428E+02 0.2970E+01    25
     13     27    5.5070   22.8000    2.0390 0.5751E+02 0.6750E+01    25
     13     27    5.5070   26.8200    1.9990 0.1936E+01 0.6750E+00    25
     13     27    5.5070   26.8200    2.0480 0.3078E+01 0.4050E+00    25
     13     27    5.5070   26.8200    2.0970 0.4212E+01 0.4050E+00    25
     13     27    5.5070   26.8200    2.1460 0.5967E+01 0.4050E+00    25
     13     27    5.5070   26.8200    2.1950 0.7209E+01 0.3510E+00    25
     13     27    5.5070   26.8200    2.2440 0.8667E+01 0.4050E+00    25
     13     27    5.5070   26.8200    2.2930 0.1115E+02 0.5400E+00    25
     13     27    5.5070   26.8200    2.3420 0.1337E+02 0.6480E+00    25
     13     27    5.5070   26.8200    2.3910 0.1480E+02 0.1026E+01    25
     13     27    5.5070   32.8300    2.5940 0.1021E+01 0.2133E+00    25
     13     27    5.5070   32.8300    2.6360 0.1582E+01 0.2295E+00    25
     13     27    5.5070   32.8300    2.6770 0.1588E+01 0.2241E+00    25
     13     27    5.5070   32.8300    2.7180 0.2241E+01 0.2781E+00    25
     13     27    5.5070   32.8300    2.7590 0.2362E+01 0.3699E+00    25
     13     27    9.8000   13.2500    1.9000 0.7020E+01 0.2052E+01    25
     13     27    9.8000   13.2500    1.9630 0.1590E+02 0.2457E+01    25
     13     27    9.8000   13.2500    2.0250 0.1879E+02 0.2457E+01    25
     13     27    9.8000   13.2500    2.0880 0.2322E+02 0.2646E+01    25
     13     27    9.8000   13.2500    2.1500 0.2889E+02 0.2970E+01    25
     13     27    9.8000   13.2500    2.2130 0.3132E+02 0.2970E+01    25
     13     27    9.8000   13.2500    2.2750 0.3834E+02 0.3510E+01    25
     13     27    9.8000   13.2500    2.3380 0.4725E+02 0.4320E+01    25
     13     27    9.8000   13.2500    2.4000 0.5562E+02 0.5670E+01    25
     13     27    9.8000   13.2500    2.4630 0.6129E+02 0.1134E+02    25
     13     27    9.8000   15.3700    2.4490 0.3537E+01 0.1404E+01    25
     13     27    9.8000   15.3700    2.5070 0.4752E+01 0.1026E+01    25
     13     27    9.8000   15.3700    2.5650 0.4050E+01 0.8910E+00    25
     13     27    9.8000   15.3700    2.6240 0.5373E+01 0.9990E+00    25
     13     27    9.8000   15.3700    2.6820 0.7803E+01 0.1188E+01    25
     13     27    9.8000   15.3700    2.7400 0.1034E+02 0.1377E+01    25
     13     27    9.8000   15.3700    2.7980 0.1841E+02 0.1944E+01    25
     13     27    9.8000   15.3700    2.8560 0.1739E+02 0.2106E+01    25
     13     27    9.8000   15.3700    2.9150 0.2165E+02 0.2943E+01    25
     13     27    9.8000   15.3700    2.9730 0.2117E+02 0.5913E+01    25
     13     27    9.8000   17.5200    2.9980 0.7155E+00 0.2700E+00    25
     13     27    9.8000   17.5200    3.0520 0.1736E+01 0.3375E+00    25
     13     27    9.8000   17.5200    3.1060 0.2357E+01 0.3537E+00    25
     13     27    9.8000   17.5200    3.1600 0.3294E+01 0.4050E+00    25
     13     27    9.8000   17.5200    3.2130 0.2889E+01 0.3780E+00    25
     13     27    9.8000   17.5200    3.2670 0.3429E+01 0.4320E+00    25
     13     27    9.8000   17.5200    3.3210 0.4239E+01 0.4860E+00    25
     13     27    9.8000   17.5200    3.3750 0.5103E+01 0.5940E+00    25
     13     27    9.8000   17.5200    3.4290 0.6318E+01 0.7830E+00    25
     13     27    9.8000   17.5200    3.4830 0.7695E+01 0.1404E+01    25
     13     27    9.8000   19.7500    3.5970 0.8856E+00 0.2889E+00    25
     13     27    9.8000   19.7500    3.6460 0.6750E+00 0.2295E+00    25
     13     27    9.8000   19.7500    3.6960 0.1169E+01 0.2916E+00    25
     13     27    9.8000   19.7500    3.7450 0.1121E+01 0.2862E+00    25
     13     27    9.8000   19.7500    3.7950 0.1833E+01 0.3699E+00    25
     13     27    9.8000   19.7500    3.8440 0.1860E+01 0.3915E+00    25
     13     27    9.8000   19.7500    3.8940 0.1966E+01 0.4482E+00    25
     13     27    9.8000   19.7500    3.9430 0.2700E+01 0.6210E+00    25
     13     27    9.8000   19.7500    3.9930 0.3834E+01 0.1188E+01    25
     13     27    2.8140    8.0000    0.0150 0.3550E+06 0.1029E+06    26
     13     27    2.8140    8.0000    0.0450 0.6832E+06 0.4605E+05    26
     13     27    2.8140    8.0000    0.0750 0.9419E+06 0.4768E+05    26
     13     27    2.8140    8.0000    0.1050 0.1122E+07 0.7053E+05    26
     13     27    2.8140    8.0000    0.1350 0.1104E+07 0.7737E+05    26
     13     27    2.8140    8.0000    0.1650 0.8027E+06 0.5127E+05    26
     13     27    2.8140    8.0000    0.1950 0.5023E+06 0.4454E+05    26
     13     27    2.8140    8.0000    0.2250 0.4130E+06 0.2448E+05    26
     13     27    2.8140    8.0000    0.2550 0.4292E+06 0.3840E+05    26
     13     27    2.8140    8.0000    0.2850 0.3062E+06 0.3642E+05    26
     13     27    3.2580    8.0000    0.0170 0.1172E+06 0.1241E+05    26
     13     27    3.2580    8.0000    0.0470 0.3097E+06 0.1230E+05    26
     13     27    3.2580    8.0000    0.0770 0.4744E+06 0.1438E+05    26
     13     27    3.2580    8.0000    0.1070 0.6264E+06 0.2088E+05    26
     13     27    3.2580    8.0000    0.1370 0.6368E+06 0.2540E+05    26
     13     27    3.2580    8.0000    0.1670 0.6426E+06 0.1868E+05    26
     13     27    3.2580    8.0000    0.1970 0.4802E+06 0.1288E+05    26
     13     27    3.2580    8.0000    0.2270 0.3515E+06 0.1114E+05    26
     13     27    3.2580    8.0000    0.2570 0.3213E+06 0.1032E+05    26
     13     27    3.2580    8.0000    0.2870 0.2622E+06 0.1125E+05    26
     13     27    3.2580    8.0000    0.3170 0.2761E+06 0.1056E+05    26
     13     27    3.2580    8.0000    0.3470 0.2784E+06 0.1102E+05    26
     13     27    3.2580    8.0000    0.3770 0.2726E+06 0.1427E+05    26
     13     27    3.2580    8.0000    0.4070 0.2935E+06 0.1369E+05    26
     13     27    3.2580    8.0000    0.4370 0.3132E+06 0.2575E+05    26
     13     27    3.2580    8.0000    0.4670 0.2598E+06 0.1415E+05    26
     13     27    3.2580    8.0000    0.4970 0.2169E+06 0.1856E+05    26
     13     27    3.2580    8.0000    0.5270 0.2308E+06 0.1960E+05    26
     13     27    3.6510    8.0000    0.0240 0.5220E+05 0.5197E+04    26
     13     27    3.6510    8.0000    0.0540 0.1601E+06 0.5904E+04    26
     13     27    3.6510    8.0000    0.0840 0.2494E+06 0.7494E+04    26
     13     27    3.6510    8.0000    0.1140 0.3608E+06 0.9860E+04    26
     13     27    3.6510    8.0000    0.1440 0.4385E+06 0.1241E+05    26
     13     27    3.6510    8.0000    0.1740 0.4524E+06 0.1264E+05    26
     13     27    3.6510    8.0000    0.2040 0.3758E+06 0.1007E+05    26
     13     27    3.6510    8.0000    0.2340 0.3028E+06 0.8329E+04    26
     13     27    3.6510    8.0000    0.2640 0.2552E+06 0.6937E+04    26
     13     27    3.6510    8.0000    0.2940 0.2448E+06 0.6670E+04    26
     13     27    3.6510    8.0000    0.3240 0.2053E+06 0.6067E+04    26
     13     27    3.6510    8.0000    0.3540 0.2158E+06 0.7772E+04    26
     13     27    3.6510    8.0000    0.3840 0.2123E+06 0.1241E+04    26
     13     27    7.2570    8.0000    0.1150 0.6392E+02 0.2500E+02    26
     13     27    7.2570    8.0000    0.1550 0.1011E+03 0.1196E+02    26
     13     27    7.2570    8.0000    0.1950 0.3109E+03 0.1565E+02    26
     13     27    7.2570    8.0000    0.2350 0.6761E+03 0.2457E+02    26
     13     27    7.2570    8.0000    0.2750 0.1272E+04 0.3489E+02    26
     13     27    7.2570    8.0000    0.3150 0.2587E+04 0.5109E+02    26
     13     27    7.2570    8.0000    0.3550 0.4511E+04 0.7392E+02    26
     13     27    7.2570    8.0000    0.3950 0.7142E+04 0.1337E+03    26
     13     27    7.2570    8.0000    0.4350 0.1130E+05 0.4826E+03    26
     13     27    7.2570    8.0000    0.4750 0.1304E+05 0.5109E+03    26
     13     27    7.2570    8.0000    0.5150 0.1402E+05 0.5696E+03    26
     13     27    7.2570    8.0000    0.5550 0.1467E+05 0.6826E+03    26
     13     27    7.2570    8.0000    0.5950 0.1391E+05 0.5435E+03    26
     13     27    7.2570    8.0000    0.6350 0.1391E+05 0.5392E+03    26
     13     27    7.2570    8.0000    0.6750 0.1544E+05 0.6587E+03    26
     13     27    7.2570    8.0000    0.7150 0.1413E+05 0.5892E+03    26
     13     27    7.2570    8.0000    0.7550 0.1239E+05 0.4815E+03    26
     13     27    7.2570    8.0000    0.7950 0.1391E+05 0.6413E+03    26
     13     27    7.2570    8.0000    0.8350 0.1565E+05 0.7881E+03    26
     13     27    7.2570    8.0000    0.8750 0.1587E+05 0.4739E+03    26
     13     27    7.2570    8.0000    0.9150 0.1467E+05 0.4326E+03    26
     13     27    7.2570    8.0000    0.9550 0.1457E+05 0.4565E+03    26
     13     27    7.2570    8.0000    0.9950 0.1500E+05 0.4239E+03    26
     13     27    7.2570    8.0000    1.0350 0.1457E+05 0.3718E+03    26
     13     27    7.2570    8.0000    1.0750 0.1380E+05 0.3968E+03    26
     13     27    7.2570    8.0000    1.1150 0.1630E+05 0.6011E+03    26
     13     27    7.2570    8.0000    1.1550 0.1467E+05 0.5761E+03    26
     13     27    7.2570    8.0000    1.1950 0.1370E+05 0.5544E+03    26
     13     27    7.2570    8.0000    1.2350 0.1652E+05 0.1272E+03    26
     13     27   10.9500    8.0000    0.5750 0.1739E+02 0.1761E+02    26
     13     27   10.9500    8.0000    0.6250 0.1696E+02 0.5652E+01    26
     13     27   10.9500    8.0000    0.6750 0.2826E+02 0.5544E+01    26
     13     27   10.9500    8.0000    0.7250 0.5218E+02 0.5652E+01    26
     13     27   10.9500    8.0000    0.7750 0.9457E+02 0.6739E+01    26
     13     27   10.9500    8.0000    0.8250 0.1576E+03 0.1033E+02    26
     13     27   10.9500    8.0000    0.8750 0.1946E+03 0.1609E+02    26
     13     27   10.9500    8.0000    0.9250 0.3294E+03 0.1739E+02    26
     13     27   10.9500    8.0000    0.9750 0.4522E+03 0.2391E+02    26
     13     27   10.9500    8.0000    1.0250 0.5609E+03 0.2707E+02    26
     13     27   10.9500    8.0000    1.0750 0.6881E+03 0.3294E+02    26
     13     27   10.9500    8.0000    1.1250 0.8587E+03 0.3185E+02    26
     13     27   10.9500    8.0000    1.1750 0.8653E+03 0.3391E+02    26
     13     27   10.9500    8.0000    1.2250 0.1011E+04 0.4109E+02    26
     13     27   10.9500    8.0000    1.2750 0.1033E+04 0.4891E+02    26
     13     27   10.9500    8.0000    1.3250 0.2069E+04 0.5000E+02    26
     13     27   10.9500    8.0000    1.3750 0.1239E+04 0.5435E+02    26
     13     27   10.9500    8.0000    1.4250 0.1196E+04 0.6957E+02    26
     13     27   10.9500    8.0000    1.4750 0.1380E+04 0.1304E+02    26
     13     27   10.9500    8.0000    1.5250 0.1696E+04 0.1467E+02    26
     13     27   10.9500    8.0000    1.5750 0.1772E+04 0.1370E+02    26
     13     27   10.9500    8.0000    1.6250 0.2109E+04 0.1576E+02    26
     13     27   10.9500    8.0000    1.6750 0.2141E+04 0.2054E+02    26
     13     27   10.9500    8.0000    1.7250 0.1674E+04 0.1902E+02    26
     13     27   10.9500    8.0000    1.7750 0.2478E+04 0.1794E+02    26
     13     27   10.9500    8.0000    1.8250 0.3120E+04 0.2174E+02    26
     13     27   10.9500    8.0000    1.8750 0.3011E+04 0.2631E+02    26
     13     27   10.9500    8.0000    1.9250 0.2924E+04 0.2576E+02    26
     13     27   10.9500    8.0000    1.9750 0.3022E+04 0.2163E+02    26
     13     27   10.9500    8.0000    2.0250 0.2783E+04 0.2044E+02    26
     13     27   10.9500    8.0000    2.0750 0.2794E+04 0.2652E+02    26
     13     27   10.9500    8.0000    2.1250 0.3218E+04 0.3163E+02    26
     13     27   10.9500    8.0000    2.1750 0.3902E+04 0.2663E+02    26
     13     27   10.9500    8.0000    2.2250 0.3207E+04 0.2304E+02    26
     13     27   10.9500    8.0000    2.2750 0.3924E+04 0.3141E+02    26
     13     27   10.9500    8.0000    2.3250 0.3294E+04 0.3859E+02    26
     13     27   10.9500    8.0000    2.3750 0.3641E+04 0.4011E+02    26
     13     27   10.9500    8.0000    2.4250 0.3468E+04 0.4370E+02    26
     13     27   10.9500    8.0000    2.4750 0.3968E+04 0.6000E+02    26
     13     27   14.7000    8.0000    1.3000 0.3511E+01 0.2065E+01    26
     13     27   14.7000    8.0000    1.3500 0.5109E+01 0.1739E+01    26
     13     27   14.7000    8.0000    1.4000 0.3261E+01 0.1739E+01    26
     13     27   14.7000    8.0000    1.4500 0.6848E+01 0.1957E+01    26
     13     27   14.7000    8.0000    1.5000 0.1087E+02 0.3587E+01    26
     13     27   14.7000    8.0000    1.5500 0.1837E+02 0.4892E+01    26
     13     27   14.7000    8.0000    1.6000 0.2000E+02 0.5652E+01    26
     13     27   14.7000    8.0000    1.6500 0.2272E+02 0.6848E+01    26
     13     27   14.7000    8.0000    1.7000 0.4446E+02 0.7718E+01    26
     13     27   14.7000    8.0000    1.7500 0.5761E+02 0.9022E+01    26
     13     27   14.7000    8.0000    1.8000 0.5000E+02 0.8696E+01    26
     13     27   14.7000    8.0000    1.8500 0.6196E+02 0.8696E+01    26
     13     27   14.7000    8.0000    1.9000 0.6739E+02 0.9566E+01    26
     13     27   14.7000    8.0000    1.9500 0.9348E+02 0.1141E+02    26
     13     27   14.7000    8.0000    2.0000 0.1130E+03 0.1185E+02    26
     13     27   14.7000    8.0000    2.0500 0.1228E+03 0.1250E+02    26
     13     27   14.7000    8.0000    2.1000 0.1011E+03 0.1065E+02    26
     13     27   14.7000    8.0000    2.1500 0.1272E+03 0.1261E+02    26
     13     27   14.7000    8.0000    2.2000 0.1750E+03 0.1511E+02    26
     13     27   14.7000    8.0000    2.2500 0.1815E+03 0.1630E+02    26
     13     27   14.7000    8.0000    2.3000 0.2185E+03 0.1761E+02    26
     13     27   14.7000    8.0000    2.3500 0.2500E+03 0.1902E+02    26
