 ################ 1 Barreau:1983ht             1
##################### 2 O'Connell:1987ag           1
#  3 Sealock:1989nx             1
################## 4 Baran:1988tw               1
# 5 Bagdasaryan:1988hp         0
# 6 Dai - HallA:2019da            1
# 7 Arrington:1995hs           1
 8 Day:1993md                 1
 9 Arrington:1998psnoCC       0
10 Gaskell:2008               1
11 Whitney:1974hr             0
12 AlsamiJan05                  1
13 VaheJun07                  1
14 E139                       0
15 Fomin                      0
16 Yamaguchi73
17 Ryan84
18 Cyzyk63
19 Bounin63
20 Spanner
21 Mihovilovic:2024ymj
Bosted:1992fy                           set =           25
 Rock-pc                                 set =           26
 Tvaskis:2006                            set =           27
 GarinoBates:1992                        set =           28
 Day:1993md                              set =           29
 YaLIJan05:2005                          set =           30
 VaheJun07: 2007                         set =           31
 E139                                    set =           32
 MurphyHallA:2019                        set =           33
 Franz:1981cw                            set =           34
   Z   A     E        theta     Nu      CS           err        set
 6 12   5.011  29.000   2.406  0.1392E+02  0.7480E-01 10
 6 12   5.011  29.000   2.450  0.1574E+02  0.1079E+00 10
 6 12   5.011  29.000   2.496  0.1810E+02  0.8248E-01 10
 6 12   5.011  29.000   2.543  0.2075E+02  0.8836E-01 10
 6 12   5.011  29.000   2.592  0.2347E+02  0.9389E-01 10
 6 12   5.011  29.000   2.643  0.2725E+02  0.1507E+00 10
 6 12   5.011  29.000   2.696  0.3027E+02  0.1259E+00 10
 6 12   5.011  29.000   2.751  0.3382E+02  0.2233E+00 10
 6 12   5.011  36.000   2.329  0.1524E+00  0.7395E-02 10
 6 12   5.011  36.000   2.355  0.2051E+00  0.7653E-02 10
 6 12   5.011  36.000   2.383  0.2593E+00  0.5040E-02 10
 6 12   5.011  36.000   2.411  0.3234E+00  0.7075E-02 10
 6 12   5.011  36.000   2.440  0.4036E+00  0.7886E-02 10
 6 12   5.011  36.000   2.469  0.4871E+00  0.8677E-02 10
 6 12   5.011  36.000   2.499  0.5966E+00  0.9614E-02 10
 6 12   5.011  36.000   2.530  0.7022E+00  0.1047E-01 10
 6 12   5.011  36.000   2.562  0.8768E+00  0.1173E-01 10
 6 12   5.011  36.000   2.595  0.1058E+01  0.1298E-01 10
 6 12   5.011  36.000   2.628  0.1276E+01  0.9754E-02 10
 6 12   5.011  36.000   2.662  0.1528E+01  0.1522E-01 10
 6 12   5.011  36.000   2.697  0.1841E+01  0.1579E-01 10
 6 12   5.011  36.000   2.733  0.2155E+01  0.1516E-01 10
 6 12   5.011  36.000   2.770  0.2553E+01  0.2858E-01 10
 6 12   5.011  36.000   2.808  0.3033E+01  0.2096E-01 10
 6 12   5.011  36.000   2.847  0.3616E+01  0.2244E-01 10
 6 12   5.011  36.000   2.888  0.4290E+01  0.2419E-01 10
 6 12   5.011  36.000   2.929  0.5097E+01  0.3784E-01 10
 6 12   5.011  36.000   2.972  0.5978E+01  0.2978E-01 10
 6 12   5.011  36.000   3.015  0.7150E+01  0.3631E-01 10
 6 12   5.011  36.000   3.061  0.7964E+01  0.4155E-01 10
 6 12   5.011  36.000   3.107  0.9143E+01  0.5104E-01 10
 6 12   5.011  36.000   3.155  0.1042E+02  0.4053E-01 10
 6 12   5.011  36.000   3.205  0.1201E+02  0.5336E-01 10
 6 12   5.011  36.000   3.256  0.1370E+02  0.4709E-01 10
 6 12   5.011  36.000   3.308  0.1593E+02  0.6759E-01 10
 6 12   5.011  36.000   3.363  0.1796E+02  0.8660E-01 10
 6 12   5.011  46.000   3.048  0.1183E+00  0.3116E-02 10
 6 12   5.011  46.000   3.077  0.1422E+00  0.3193E-02 10
 6 12   5.011  46.000   3.106  0.1891E+00  0.2283E-02 10
 6 12   5.011  46.000   3.136  0.2356E+00  0.3410E-02 10
 6 12   5.011  46.000   3.166  0.2882E+00  0.2658E-02 10
 6 12   5.011  46.000   3.197  0.3714E+00  0.4315E-02 10
 6 12   5.011  46.000   3.229  0.4474E+00  0.3339E-02 10
 6 12   5.011  46.000   3.261  0.5746E+00  0.3724E-02 10
 6 12   5.011  46.000   3.294  0.7077E+00  0.5990E-02 10
 6 12   5.011  46.000   3.328  0.8782E+00  0.4903E-02 10
 6 12   5.011  46.000   3.362  0.1075E+01  0.6991E-02 10
 6 12   5.011  46.000   3.397  0.1305E+01  0.9653E-02 10
 6 12   5.011  46.000   3.432  0.1568E+01  0.1038E-01 10
 6 12   5.011  46.000   3.469  0.1887E+01  0.1151E-01 10
 6 12   5.011  46.000   3.506  0.2244E+01  0.1272E-01 10
 6 12   5.011  46.000   3.544  0.2709E+01  0.1442E-01 10
 6 12   5.011  46.000   3.583  0.3222E+01  0.1350E-01 10
 6 12   5.011  46.000   3.623  0.3726E+01  0.2257E-01 10
 6 12   5.011  46.000   3.663  0.4309E+01  0.2295E-01 10
 6 12   5.011  46.000   3.705  0.4992E+01  0.3076E-01 10
 6 12   5.011  46.000   3.747  0.5928E+01  0.2790E-01 10
 6 12   5.011  46.000   3.791  0.6841E+01  0.3572E-01 10
  6  12  0.5000   60.00    0.0200   1.790e+02  1.900e+01 11 
  6  12  0.5000   60.00    0.0260   1.020e+02  1.300e+01 11 
  6  12  0.5000   60.00    0.0300   5.750e+02  5.200e+01 11 
  6  12  0.5000   60.00    0.0360   1.380e+03  1.100e+02 11 
  6  12  0.5000   60.00    0.0400   1.200e+03  9.000e+01 11 
  6  12  0.5000   60.00    0.0459   9.210e+02  7.100e+01 11 
  6  12  0.5000   60.00    0.0557   1.260e+03  7.000e+01 11 
  6  12  0.5000   60.00    0.0600   2.590e+03  1.300e+02 11 
  6  12  0.5000   60.00    0.0658   2.990e+03  1.400e+02 11 
  6  12  0.5000   60.00    0.0757   3.750e+03  1.500e+02 11 
  6  12  0.5000   60.00    0.0856   4.750e+03  1.900e+02 11 
  6  12  0.5000   60.00    0.0955   5.460e+03  2.200e+02 11 
  6  12  0.5000   60.00    0.1000   6.250e+03  2.500e+02 11 
  6  12  0.5000   60.00    0.1053   6.320e+03  2.600e+02 11 
  6  12  0.5000   60.00    0.1143   7.090e+03  2.800e+02 11 
  6  12  0.5000   60.00    0.1251   6.970e+03  2.800e+02 11 
  6  12  0.5000   60.00    0.1350   7.280e+03  2.900e+02 11 
  6  12  0.5000   60.00    0.1400   6.610e+03  2.800e+02 11 
  6  12  0.5000   60.00    0.1448   6.970e+03  2.800e+02 11 
  6  12  0.5000   60.00    0.1547   6.540e+03  2.600e+02 11 
  6  12  0.5000   60.00    0.1646   5.910e+03  2.400e+02 11 
  6  12  0.5000   60.00    0.1745   5.230e+03  2.100e+02 11 
  6  12  0.5000   60.00    0.1843   4.430e+03  1.800e+02 11 
  6  12  0.5000   60.00    0.1942   3.790e+03  1.500e+02 11 
  6  12  0.5000   60.00    0.2041   3.380e+03  1.400e+02 11 
  6  12  0.5000   60.00    0.2141   2.960e+03  1.400e+02 11 
  6  12  0.5000   60.00    0.2238   2.640e+03  1.300e+02 11 
  6  12  0.5000   60.00    0.2337   2.610e+03  1.400e+02 11 
  6  12  0.5000   60.00    0.2436   2.430e+03  1.500e+02 11 
  6  12  0.5000   60.00    0.2534   2.550e+03  1.600e+02 11 
  6  12  0.5000   60.00    0.2633   2.540e+03  1.600e+02 11 
  6  12  0.5000   60.00    0.2732   2.880e+03  1.900e+02 11 
  6  12  0.5000   60.00    0.2831   2.940e+03  2.100e+02 11 
  6  12  0.5000   60.00    0.2930   2.940e+03  2.100e+02 11 
  6  12  0.5000   60.00    0.3028   3.420e+03  2.400e+02 11 
      6     12    1.2044   45.0000    0.1702 0.4084E+02 0.1381E+01  12
      6     12    1.2044   45.0000    0.1857 0.6560E+02 0.1755E+01  12
      6     12    1.2044   45.0000    0.2011 0.1057E+03 0.2167E+01  12
      6     12    1.2044   45.0000    0.2166 0.1600E+03 0.2801E+01  12
      6     12    1.2044   45.0000    0.2321 0.2336E+03 0.3571E+01  12
      6     12    1.2044   45.0000    0.2476 0.3366E+03 0.4538E+01  12
      6     12    1.2044   45.0000    0.2631 0.4441E+03 0.5245E+01  12
      6     12    1.2044   45.0000    0.2786 0.5529E+03 0.5706E+01  12
      6     12    1.2044   45.0000    0.2941 0.6744E+03 0.6097E+01  12
      6     12    1.2044   45.0000    0.3406 0.9175E+03 0.7093E+01  12
      6     12    1.2044   45.0000    0.3561 0.9442E+03 0.6975E+01  12
      6     12    1.2044   45.0000    0.3716 0.9312E+03 0.6757E+01  12
      6     12    1.2044   45.0000    0.3870 0.9193E+03 0.6643E+01  12
      6     12    1.2044   45.0000    0.4025 0.9177E+03 0.6624E+01  12
      6     12    1.2044   45.0000    0.4180 0.8614E+03 0.6249E+01  12
      6     12    1.2044   45.0000    0.4335 0.8064E+03 0.5897E+01  12
      6     12    1.2044   45.0000    0.4490 0.8013E+03 0.6040E+01  12
      6     12    1.2044   45.0000    0.4800 0.7854E+03 0.5828E+01  12
      6     12    1.2044   45.0000    0.4955 0.8111E+03 0.6039E+01  12
      6     12    1.2044   45.0000    0.5110 0.8394E+03 0.6257E+01  12
      6     12    1.2044   45.0000    0.5265 0.8847E+03 0.6550E+01  12
      6     12    1.2044   45.0000    0.5420 0.9263E+03 0.6752E+01  12
      6     12    1.2044   45.0000    0.5574 0.9366E+03 0.6755E+01  12
      6     12    1.2044   45.0000    0.5884 0.9963E+03 0.7598E+01  12
      6     12    1.2044   45.0000    0.6039 0.1025E+04 0.7359E+01  12
      6     12    1.2044   45.0000    0.6194 0.1014E+04 0.7248E+01  12
      6     12    1.2044   45.0000    0.6349 0.1003E+04 0.7168E+01  12
      6     12    1.2044   45.0000    0.6504 0.9736E+03 0.6972E+01  12
      6     12    1.2044   45.0000    0.6659 0.9507E+03 0.6918E+01  12
      6     12    1.2044   45.0000    0.6969 0.9476E+03 0.6560E+01  12
      6     12    1.2044   45.0000    0.7124 0.9508E+03 0.6546E+01  12
      6     12    1.2044   45.0000    0.7279 0.9215E+03 0.6373E+01  12
      6     12    1.2044   45.0000    0.7433 0.9039E+03 0.6280E+01  12
      6     12    1.2044   45.0000    0.7743 0.9170E+03 0.6199E+01  12
      6     12    1.2044   45.0000    0.7898 0.9102E+03 0.6048E+01  12
      6     12    1.2044   45.0000    0.8053 0.9060E+03 0.6024E+01  12
      6     12    1.2044   45.0000    0.8208 0.9020E+03 0.6057E+01  12
      6     12    1.2044   55.0000    0.3398 0.9082E+02 0.1646E+01  12
      6     12    1.2044   55.0000    0.3536 0.1207E+03 0.1846E+01  12
      6     12    1.2044   55.0000    0.3674 0.1479E+03 0.1982E+01  12
      6     12    1.2044   55.0000    0.3812 0.1797E+03 0.2124E+01  12
      6     12    1.2044   55.0000    0.3949 0.2153E+03 0.2258E+01  12
      6     12    1.2044   55.0000    0.4087 0.2416E+03 0.2310E+01  12
      6     12    1.2044   55.0000    0.4225 0.2608E+03 0.2321E+01  12
      6     12    1.2044   55.0000    0.4363 0.2762E+03 0.2322E+01  12
      6     12    1.2044   55.0000    0.4500 0.2978E+03 0.2452E+01  12
      6     12    1.2044   55.0000    0.4776 0.3064E+03 0.2363E+01  12
      6     12    1.2044   55.0000    0.4914 0.3085E+03 0.2340E+01  12
      6     12    1.2044   55.0000    0.5051 0.3033E+03 0.2304E+01  12
      6     12    1.2044   55.0000    0.5189 0.3015E+03 0.2290E+01  12
      6     12    1.2044   55.0000    0.5327 0.3028E+03 0.2296E+01  12
      6     12    1.2044   55.0000    0.5465 0.2992E+03 0.2280E+01  12
      6     12    1.2044   55.0000    0.5602 0.2997E+03 0.2298E+01  12
      6     12    1.2044   55.0000    0.5878 0.3330E+03 0.2909E+01  12
      6     12    1.2044   55.0000    0.6016 0.3409E+03 0.2806E+01  12
      6     12    1.2044   55.0000    0.6153 0.3548E+03 0.2887E+01  12
      6     12    1.2044   55.0000    0.6291 0.3745E+03 0.2986E+01  12
      6     12    1.2044   55.0000    0.6429 0.3933E+03 0.3075E+01  12
      6     12    1.2044   55.0000    0.6567 0.3986E+03 0.3083E+01  12
      6     12    1.2044   55.0000    0.6704 0.4145E+03 0.3281E+01  12
      6     12    1.2044   55.0000    0.6980 0.4414E+03 0.3275E+01  12
      6     12    1.2044   55.0000    0.7118 0.4391E+03 0.3241E+01  12
      6     12    1.2044   55.0000    0.7255 0.4419E+03 0.3245E+01  12
      6     12    1.2044   55.0000    0.7393 0.4389E+03 0.3230E+01  12
      6     12    1.2044   55.0000    0.7531 0.4380E+03 0.3295E+01  12
      6     12    1.2044   70.0000    0.4791 0.2858E+02 0.1069E+01  12
      6     12    1.2044   70.0000    0.4907 0.3460E+02 0.1084E+01  12
      6     12    1.2044   70.0000    0.5023 0.4229E+02 0.1104E+01  12
      6     12    1.2044   70.0000    0.5138 0.4966E+02 0.1120E+01  12
      6     12    1.2044   70.0000    0.5254 0.5606E+02 0.1130E+01  12
      6     12    1.2044   70.0000    0.5369 0.6337E+02 0.1143E+01  12
      6     12    1.2044   70.0000    0.5485 0.6938E+02 0.1150E+01  12
      6     12    1.2044   70.0000    0.5600 0.7565E+02 0.1161E+01  12
      6     12    1.2044   70.0000    0.5716 0.8237E+02 0.1192E+01  12
      6     12    1.2044   70.0000    0.5947 0.8916E+02 0.1266E+01  12
      6     12    1.2044   70.0000    0.6063 0.9052E+02 0.1262E+01  12
      6     12    1.2044   70.0000    0.6178 0.9264E+02 0.1265E+01  12
      6     12    1.2044   70.0000    0.6294 0.9496E+02 0.1272E+01  12
      6     12    1.2044   70.0000    0.6409 0.9852E+02 0.1284E+01  12
      6     12    1.2044   70.0000    0.6525 0.9842E+02 0.1283E+01  12
      6     12    1.2044   70.0000    0.6640 0.1011E+03 0.1298E+01  12
      6     12    1.2044   70.0000    0.6871 0.1145E+03 0.1385E+01  12
      6     12    1.2044   70.0000    0.6987 0.1217E+03 0.1383E+01  12
      6     12    1.2044   70.0000    0.7103 0.1280E+03 0.1411E+01  12
      6     12    1.2044   70.0000    0.7218 0.1340E+03 0.1437E+01  12
      6     12    1.2044   70.0000    0.7334 0.1400E+03 0.1459E+01  12
      6     12    1.2044   70.0000    0.7449 0.1449E+03 0.1476E+01  12
      6     12    1.2044   70.0000    0.7565 0.1551E+03 0.1573E+01  12
      6     12    2.3466   20.0000    0.7658 0.3892E+04 0.1203E+03  12
      6     12    2.3466   20.0000    0.7843 0.3864E+04 0.1193E+03  12
      6     12    2.3466   20.0000    0.8028 0.3823E+04 0.1181E+03  12
      6     12    2.3466   20.0000    0.8214 0.3760E+04 0.1161E+03  12
      6     12    2.3466   20.0000    0.8399 0.3750E+04 0.1159E+03  12
      6     12    2.3466   20.0000    0.8584 0.3720E+04 0.1150E+03  12
      6     12    2.3466   20.0000    0.8769 0.3626E+04 0.1121E+03  12
      6     12    2.3466   20.0000    0.8955 0.3659E+04 0.1131E+03  12
      6     12    2.3466   20.0000    0.9140 0.3607E+04 0.1115E+03  12
      6     12    2.3466   20.0000    0.9325 0.3574E+04 0.1105E+03  12
      6     12    2.3466   20.0000    0.9510 0.3620E+04 0.1119E+03  12
      6     12    2.3466   20.0000    0.9695 0.3678E+04 0.1140E+03  12
      6     12    2.3466   20.0000    0.9881 0.3681E+04 0.1137E+03  12
      6     12    2.3466   20.0000    1.0066 0.3634E+04 0.1121E+03  12
      6     12    2.3466   20.0000    1.0251 0.3628E+04 0.1119E+03  12
      6     12    2.3466   20.0000    1.0436 0.3524E+04 0.1088E+03  12
      6     12    2.3466   20.0000    1.0622 0.3512E+04 0.1084E+03  12
      6     12    2.3466   20.0000    1.0807 0.3433E+04 0.1059E+03  12
      6     12    2.3466   20.0000    1.0992 0.3428E+04 0.1057E+03  12
      6     12    2.3466   20.0000    1.1177 0.3380E+04 0.1043E+03  12
      6     12    2.3466   20.0000    1.1362 0.3356E+04 0.1035E+03  12
      6     12    2.3466   20.0000    1.1548 0.3354E+04 0.1036E+03  12
      6     12    2.3466   20.0000    1.1733 0.3302E+04 0.1018E+03  12
      6     12    2.3466   20.0000    1.1918 0.3188E+04 0.9804E+02  12
      6     12    2.3466   20.0000    1.2103 0.3201E+04 0.9840E+02  12
      6     12    2.3466   20.0000    1.2289 0.3188E+04 0.9797E+02  12
      6     12    2.3466   20.0000    1.2474 0.3033E+04 0.9329E+02  12
      6     12    2.3466   20.0000    1.2659 0.3050E+04 0.9380E+02  12
      6     12    2.3466   20.0000    1.2844 0.2998E+04 0.9218E+02  12
      6     12    2.3466   20.0000    1.3029 0.2910E+04 0.8950E+02  12
      6     12    2.3466   20.0000    1.3215 0.2934E+04 0.9034E+02  12
      6     12    2.3466   20.0000    1.3400 0.2830E+04 0.8684E+02  12
      6     12    2.3466   20.0000    1.3585 0.2786E+04 0.8538E+02  12
      6     12    2.3466   20.0000    1.3770 0.2734E+04 0.8378E+02  12
      6     12    2.3466   20.0000    1.3956 0.2695E+04 0.8260E+02  12
      6     12    2.3466   20.0000    1.4141 0.2678E+04 0.8207E+02  12
      6     12    2.3466   20.0000    1.4326 0.2619E+04 0.8024E+02  12
      6     12    2.3466   20.0000    1.4511 0.2526E+04 0.7745E+02  12
      6     12    2.3466   20.0000    1.4696 0.2597E+04 0.7981E+02  12
      6     12    2.3466   20.0000    1.4882 0.2463E+04 0.7534E+02  12
      6     12    2.3466   20.0000    1.5067 0.2441E+04 0.7464E+02  12
      6     12    2.3466   20.0000    1.5252 0.2411E+04 0.7374E+02  12
      6     12    2.3466   20.0000    1.5437 0.2389E+04 0.7305E+02  12
      6     12    2.3466   20.0000    1.5623 0.2286E+04 0.6992E+02  12
      6     12    2.3466   20.0000    1.5808 0.2290E+04 0.7004E+02  12
      6     12    2.3466   20.0000    1.5993 0.2258E+04 0.6957E+02  12
      6     12    2.3466   20.0000    1.6178 0.2210E+04 0.6783E+02  12
      6     12    2.3466   20.0000    1.6363 0.2173E+04 0.6667E+02  12
      6     12    2.3466   20.0000    1.6549 0.2169E+04 0.6652E+02  12
      6     12    2.3466   20.0000    1.6734 0.2096E+04 0.6428E+02  12
      6     12    2.3466   20.0000    1.6919 0.2100E+04 0.6444E+02  12
      6     12    2.3466   30.0000    0.2495 0.1521E+01 0.1006E+01  12
      6     12    2.3466   30.0000    0.2655 0.2315E+01 0.1009E+01  12
      6     12    2.3466   30.0000    0.2814 0.3300E+01 0.1012E+01  12
      6     12    2.3466   30.0000    0.2974 0.4971E+01 0.1022E+01  12
      6     12    2.3466   30.0000    0.3134 0.6525E+01 0.1038E+01  12
      6     12    2.3466   30.0000    0.3293 0.9858E+01 0.1071E+01  12
      6     12    2.3466   30.0000    0.3453 0.1294E+02 0.1118E+01  12
      6     12    2.3466   30.0000    0.3613 0.1822E+02 0.1210E+01  12
      6     12    2.3466   30.0000    0.3772 0.2454E+02 0.1346E+01  12
      6     12    2.3466   30.0000    0.3932 0.3223E+02 0.1534E+01  12
      6     12    2.3466   30.0000    0.4092 0.4317E+02 0.1830E+01  12
      6     12    2.3466   30.0000    0.4251 0.5729E+02 0.2240E+01  12
      6     12    2.3466   30.0000    0.4411 0.7553E+02 0.2785E+01  12
      6     12    2.3466   30.0000    0.4571 0.9794E+02 0.3470E+01  12
      6     12    2.3466   30.0000    0.4730 0.1291E+03 0.4427E+01  12
      6     12    2.3466   30.0000    0.5050 0.1818E+03 0.6249E+01  12
      6     12    2.3466   30.0000    0.5209 0.2095E+03 0.6994E+01  12
      6     12    2.3466   30.0000    0.5369 0.2391E+03 0.7836E+01  12
      6     12    2.3466   30.0000    0.5529 0.2687E+03 0.8679E+01  12
      6     12    2.3466   30.0000    0.5688 0.2881E+03 0.9216E+01  12
      6     12    2.3466   30.0000    0.5848 0.3113E+03 0.9873E+01  12
      6     12    2.3466   30.0000    0.6008 0.3288E+03 0.1036E+02  12
      6     12    2.3466   30.0000    0.6167 0.3360E+03 0.1056E+02  12
      6     12    2.3466   30.0000    0.6327 0.3526E+03 0.1103E+02  12
      6     12    2.3466   30.0000    0.6487 0.3540E+03 0.1105E+02  12
      6     12    2.3466   30.0000    0.6646 0.3564E+03 0.1111E+02  12
      6     12    2.3466   30.0000    0.6806 0.3628E+03 0.1129E+02  12
      6     12    2.3466   30.0000    0.6966 0.3626E+03 0.1128E+02  12
      6     12    2.3466   30.0000    0.7125 0.3668E+03 0.1140E+02  12
      6     12    2.3466   30.0000    0.7285 0.3809E+03 0.1184E+02  12
      6     12    2.3466   30.0000    0.7445 0.3832E+03 0.1194E+02  12
      6     12    2.3466   30.0000    0.7604 0.3852E+03 0.1220E+02  12
      6     12    2.3466   30.0000    0.7764 0.3947E+03 0.1240E+02  12
      6     12    2.3466   30.0000    0.7924 0.4114E+03 0.1289E+02  12
      6     12    2.3466   30.0000    0.8083 0.4161E+03 0.1303E+02  12
      6     12    2.3466   30.0000    0.8243 0.4192E+03 0.1312E+02  12
      6     12    2.3466   30.0000    0.8403 0.4324E+03 0.1352E+02  12
      6     12    2.3466   30.0000    0.8562 0.4485E+03 0.1400E+02  12
      6     12    2.3466   30.0000    0.8722 0.4631E+03 0.1444E+02  12
      6     12    2.3466   30.0000    0.8882 0.4609E+03 0.1437E+02  12
      6     12    2.3466   30.0000    0.9041 0.4718E+03 0.1469E+02  12
      6     12    2.3466   30.0000    0.9201 0.4769E+03 0.1483E+02  12
      6     12    2.3466   30.0000    0.9361 0.4796E+03 0.1491E+02  12
      6     12    2.3466   30.0000    0.9520 0.5009E+03 0.1556E+02  12
      6     12    2.3466   30.0000    0.9680 0.5093E+03 0.1587E+02  12
      6     12    2.3466   30.0000    0.9840 0.5192E+03 0.1626E+02  12
      6     12    2.3466   30.0000    0.9999 0.5181E+03 0.1612E+02  12
      6     12    2.3466   30.0000    1.0159 0.5354E+03 0.1664E+02  12
      6     12    2.3466   30.0000    1.0319 0.5337E+03 0.1658E+02  12
      6     12    2.3466   30.0000    1.0478 0.5382E+03 0.1671E+02  12
      6     12    2.3466   30.0000    1.0638 0.5531E+03 0.1716E+02  12
      6     12    2.3466   30.0000    1.0797 0.5562E+03 0.1725E+02  12
      6     12    2.3466   30.0000    1.0957 0.5713E+03 0.1770E+02  12
      6     12    2.3466   30.0000    1.1117 0.5822E+03 0.1803E+02  12
      6     12    2.3466   30.0000    1.1276 0.5869E+03 0.1816E+02  12
      6     12    2.3466   30.0000    1.1436 0.5979E+03 0.1850E+02  12
      6     12    2.3466   30.0000    1.1596 0.6224E+03 0.1931E+02  12
      6     12    2.3466   30.0000    1.1755 0.6200E+03 0.1922E+02  12
      6     12    2.3466   30.0000    1.1915 0.6193E+03 0.1911E+02  12
      6     12    2.3466   30.0000    1.2075 0.6350E+03 0.1958E+02  12
      6     12    2.3466   30.0000    1.2234 0.6313E+03 0.1946E+02  12
      6     12    2.3466   30.0000    1.2394 0.6473E+03 0.1993E+02  12
      6     12    2.3466   30.0000    1.2554 0.6436E+03 0.1982E+02  12
      6     12    2.3466   30.0000    1.2713 0.6642E+03 0.2044E+02  12
      6     12    2.3466   30.0000    1.2873 0.6635E+03 0.2041E+02  12
      6     12    2.3466   30.0000    1.3033 0.6657E+03 0.2047E+02  12
      6     12    2.3466   30.0000    1.3192 0.6870E+03 0.2114E+02  12
      6     12    2.3466   30.0000    1.3352 0.6827E+03 0.2123E+02  12
      6     12    2.3466   30.0000    1.3512 0.6848E+03 0.2114E+02  12
      6     12    2.3466   30.0000    1.3671 0.6709E+03 0.2070E+02  12
      6     12    2.3466   30.0000    1.3831 0.6842E+03 0.2110E+02  12
      6     12    2.3466   30.0000    1.3991 0.6796E+03 0.2095E+02  12
      6     12    2.3466   30.0000    1.4150 0.6924E+03 0.2134E+02  12
      6     12    2.3466   30.0000    1.4310 0.6806E+03 0.2098E+02  12
      6     12    2.3466   30.0000    1.4470 0.6787E+03 0.2091E+02  12
      6     12    2.3466   30.0000    1.4629 0.7055E+03 0.2176E+02  12
      6     12    2.3466   30.0000    1.4789 0.6954E+03 0.2151E+02  12
      6     12    2.3466   30.0000    1.4949 0.6829E+03 0.2101E+02  12
      6     12    2.3466   30.0000    1.5108 0.6827E+03 0.2100E+02  12
      6     12    2.3466   30.0000    1.5268 0.6747E+03 0.2075E+02  12
      6     12    2.3466   30.0000    1.5428 0.6801E+03 0.2091E+02  12
      6     12    2.3466   30.0000    1.5587 0.6772E+03 0.2081E+02  12
      6     12    2.3466   30.0000    1.5747 0.6686E+03 0.2056E+02  12
      6     12    2.3466   30.0000    1.5907 0.6856E+03 0.2115E+02  12
      6     12    2.3466   30.0000    1.6066 0.6738E+03 0.2075E+02  12
      6     12    2.3466   30.0000    1.6226 0.6577E+03 0.2023E+02  12
      6     12    2.3466   30.0000    1.6386 0.6633E+03 0.2040E+02  12
      6     12    2.3466   30.0000    1.6545 0.6648E+03 0.2044E+02  12
      6     12    2.3466   30.0000    1.6705 0.6546E+03 0.2013E+02  12
      6     12    2.3466   30.0000    1.6865 0.6540E+03 0.2012E+02  12
      6     12    2.3466   45.0000    0.7675 0.1141E+01 0.1002E+01  12
      6     12    2.3466   45.0000    0.7798 0.1428E+01 0.1002E+01  12
      6     12    2.3466   45.0000    0.7921 0.1877E+01 0.1004E+01  12
      6     12    2.3466   45.0000    0.8044 0.2427E+01 0.1005E+01  12
      6     12    2.3466   45.0000    0.8167 0.2666E+01 0.1006E+01  12
      6     12    2.3466   45.0000    0.8290 0.3298E+01 0.1009E+01  12
      6     12    2.3466   45.0000    0.8413 0.3980E+01 0.1012E+01  12
      6     12    2.3466   45.0000    0.8536 0.4888E+01 0.1017E+01  12
      6     12    2.3466   45.0000    0.8659 0.5876E+01 0.1023E+01  12
      6     12    2.3466   45.0000    0.8782 0.7060E+01 0.1031E+01  12
      6     12    2.3466   45.0000    0.8905 0.8129E+01 0.1039E+01  12
      6     12    2.3466   45.0000    0.9028 0.9369E+01 0.1050E+01  12
      6     12    2.3466   45.0000    0.9151 0.1062E+02 0.1062E+01  12
      6     12    2.3466   45.0000    0.9275 0.1220E+02 0.1079E+01  12
      6     12    2.3466   45.0000    0.9398 0.1367E+02 0.1096E+01  12
      6     12    2.3466   45.0000    0.9521 0.1518E+02 0.1116E+01  12
      6     12    2.3466   45.0000    0.9644 0.1683E+02 0.1140E+01  12
      6     12    2.3466   45.0000    0.9890 0.1900E+02 0.1180E+01  12
      6     12    2.3466   45.0000    1.0013 0.2084E+02 0.1207E+01  12
      6     12    2.3466   45.0000    1.0136 0.2173E+02 0.1221E+01  12
      6     12    2.3466   45.0000    1.0259 0.2270E+02 0.1238E+01  12
      6     12    2.3466   45.0000    1.0382 0.2387E+02 0.1258E+01  12
      6     12    2.3466   45.0000    1.0505 0.2533E+02 0.1285E+01  12
      6     12    2.3466   45.0000    1.0628 0.2676E+02 0.1313E+01  12
      6     12    2.3466   45.0000    1.0751 0.2774E+02 0.1332E+01  12
      6     12    2.3466   45.0000    1.0874 0.2946E+02 0.1366E+01  12
      6     12    2.3466   45.0000    1.0997 0.3106E+02 0.1399E+01  12
      6     12    2.3466   45.0000    1.1120 0.3148E+02 0.1408E+01  12
      6     12    2.3466   45.0000    1.1243 0.3354E+02 0.1452E+01  12
      6     12    2.3466   45.0000    1.1366 0.3447E+02 0.1472E+01  12
      6     12    2.3466   45.0000    1.1489 0.3749E+02 0.1542E+01  12
      6     12    2.3466   45.0000    1.1612 0.3877E+02 0.1576E+01  12
      6     12    2.3466   45.0000    1.1735 0.4050E+02 0.1644E+01  12
      6     12    2.3466   45.0000    1.1858 0.4128E+02 0.1650E+01  12
      6     12    2.3466   45.0000    1.1981 0.4350E+02 0.1701E+01  12
      6     12    2.3466   45.0000    1.2104 0.4472E+02 0.1731E+01  12
      6     12    2.3466   45.0000    1.2227 0.4676E+02 0.1782E+01  12
      6     12    2.3466   45.0000    1.2350 0.4880E+02 0.1833E+01  12
      6     12    2.3466   45.0000    1.2473 0.5036E+02 0.1872E+01  12
      6     12    2.3466   45.0000    1.2596 0.5358E+02 0.1955E+01  12
