A,Z,nu,E0,ThetaDeg,cross,error,dataSet
12,6,0.03127,0.1,135.0,11690.0,481.9910476331827,16
12,6,0.02881,0.25,35.0,365000.0,15049.335537488952,16
12,6,0.02849,0.0888,135.0,15640.0,898.7107265315407,16
12,6,0.03146,0.1,135.0,11700.0,482.4761237572557,16
12,6,0.02901,0.25,35.0,370000.0,15255.490815470268,16
12,6,0.031,0.098,135.0,6298.0,651.3325519083963,18
12,6,0.02869,0.0888,135.0,15140.0,869.5527125623704,16
12,6,0.03166,0.1,135.0,11660.0,480.7541159303158,16
12,6,0.02921,0.25,35.0,369000.0,15214.259761622954,16
12,6,0.02889,0.0888,135.0,14740.0,846.7485341263043,16
12,6,0.02941,0.25,35.0,362000.0,14925.642367202263,16
12,6,0.03186,0.1,135.0,11640.0,480.00226044767317,16
12,6,0.02909,0.0888,135.0,14540.0,835.1723714589087,16
12,6,0.02961,0.25,35.0,353000.0,14554.5628563422,16
12,6,0.03206,0.1,135.0,11410.0,470.3735961615444,16
12,6,0.02929,0.0888,135.0,14560.0,836.3212839297739,16
12,6,0.02981,0.25,35.0,351000.0,14472.10074864757,16
12,6,0.03229,0.1,135.0,11070.0,456.4277927612411,16
12,6,0.02949,0.0888,135.0,14460.0,830.9248883144087,16
12,6,0.0318,0.098,135.0,7731.0,664.0359092481777,18
12,6,0.03001,0.25,35.0,362000.0,14925.642367202263,16
12,6,0.03011,0.25,35.0,368000.0,15173.028699030894,16
12,6,0.03248,0.1,135.0,11060.0,455.9427266701979,16
12,6,0.02969,0.0888,135.0,14470.0,831.325255196602,16
12,6,0.03031,0.25,35.0,370000.0,15255.490815470268,16
12,6,0.03268,0.1,135.0,11080.0,456.84010329971426,16
12,6,0.02989,0.0888,135.0,14560.0,836.5824048114607,16
12,6,0.03051,0.25,35.0,366000.0,15090.566591336265,16
12,6,0.03287,0.1,135.0,11320.0,466.80832256492005,16
12,6,0.03009,0.0888,135.0,14540.0,835.3464490789696,16
12,6,0.03071,0.25,35.0,364000.0,15008.10447489689,16
12,6,0.03307,0.1,135.0,11350.0,467.8997328524096,16
12,6,0.03029,0.0888,135.0,14440.0,829.3407743874292,16
12,6,0.03091,0.25,35.0,356000.0,14678.256026628887,16
12,6,0.03327,0.1,135.0,11460.0,472.4351490212472,16
12,6,0.03111,0.25,35.0,347000.0,14307.17652451357,16
12,6,0.03059,0.0888,135.0,14270.0,819.7490896815125,16
12,6,0.0329,0.098,135.0,6955.0,657.135161125913,18
12,6,0.03346,0.1,135.0,11660.0,480.6813601109329,16
12,6,0.03069,0.0888,135.0,14010.0,804.7261894351263,16
12,6,0.03131,0.25,35.0,342000.0,14101.021237787509,16
12,6,0.03366,0.1,135.0,11380.0,469.28218587400494,16
12,6,0.03089,0.0888,135.0,14100.0,810.1574168246332,16
12,6,0.03151,0.25,35.0,335000.0,13812.403843366817,16
12,6,0.03387,0.1,135.0,11390.0,469.54897508763656,16
12,6,0.03387,0.1,135.0,11350.0,467.9724885380687,16
12,6,0.03109,0.0888,135.0,14060.0,807.85959179478,16
12,6,0.03181,0.25,35.0,326000.0,13441.3243412515,16
12,6,0.03409,0.1,135.0,11100.0,457.7374902284054,16
12,6,0.03129,0.0888,135.0,13910.0,798.9816267999443,16
12,6,0.03201,0.25,35.0,319000.0,13152.706946830811,16
12,6,0.03427,0.1,135.0,11440.0,471.7560492706381,16
12,6,0.03149,0.0888,135.0,13910.0,799.0686641593041,16
12,6,0.03221,0.25,35.0,321000.0,13235.169054525437,16
12,6,0.0339,0.098,135.0,6806.0,627.2689286000389,18
12,6,0.03169,0.0888,135.0,14200.0,815.72789579612,16
12,6,0.03449,0.1,135.0,11160.0,460.0658322138195,16
12,6,0.03241,0.25,35.0,320000.0,13193.938000678125,16
