Z,A,E0,ThetaDeg,nu,cross,error,dataSet
6.0,12.0,0.4,36.0,0.0875,56660.0,3210.0,25
6.0,12.0,0.4,36.0,0.0925,48490.0,2950.0,25
6.0,12.0,0.4,36.0,0.0975,41300.0,2720.0,25
6.0,12.0,0.4,36.0,0.1025,34030.0,2490.0,25
6.0,12.0,0.4,36.0,0.1075,30360.0,2370.0,25
6.0,12.0,0.4,36.0,0.1125,24060.0,2170.0,25
6.0,12.0,0.4,36.0,0.1175,21810.0,1970.0,25
6.0,12.0,0.4,36.0,0.1225,19590.0,2060.0,25
6.0,12.0,0.4,36.0,0.1275,16400.0,1960.0,25
6.0,12.0,0.4,36.0,0.1325,15700.0,1960.0,25
6.0,12.0,0.4,36.0,0.1375,13260.0,1900.0,25
6.0,12.0,0.4,36.0,0.1425,12450.0,1900.0,25
6.0,12.0,0.4,36.0,0.1475,13530.0,1960.0,25
6.0,12.0,0.4,36.0,0.1525,11870.0,1940.0,25
6.0,12.0,0.4,36.0,0.1575,10200.0,1920.0,25
6.0,12.0,0.32,36.0,0.0125,284100.0,17800.0,25
6.0,12.0,0.32,36.0,0.0175,154200.0,11790.0,25
6.0,12.0,0.32,36.0,0.0225,187100.0,11970.0,25
6.0,12.0,0.32,36.0,0.0275,260200.0,13810.0,25
6.0,12.0,0.32,36.0,0.0325,227700.0,12390.0,25
6.0,12.0,0.32,36.0,0.0375,204300.0,11440.0,25
6.0,12.0,0.32,36.0,0.0425,188000.0,10770.0,25
6.0,12.0,0.32,36.0,0.0475,175900.0,10270.0,25
6.0,12.0,0.32,36.0,0.0525,151700.0,9410.0,25
6.0,12.0,0.32,36.0,0.0575,133700.0,8770.0,25
6.0,12.0,0.32,36.0,0.0625,107500.0,7860.0,25
6.0,12.0,0.32,36.0,0.0675,91440.0,7270.0,25
6.0,12.0,0.32,36.0,0.0725,78750.0,6800.0,25
6.0,12.0,0.32,36.0,0.0775,61850.0,6190.0,25
6.0,12.0,0.32,36.0,0.0825,51520.0,5810.0,25
6.0,12.0,0.32,36.0,0.0875,43880.0,5520.0,25
6.0,12.0,0.32,36.0,0.0925,32750.0,4790.0,25
6.0,12.0,0.24,36.0,0.0125,361300.0,50450.0,25
6.0,12.0,0.24,36.0,0.0175,304100.0,41200.0,25
6.0,12.0,0.24,36.0,0.0225,497200.0,43530.0,25
6.0,12.0,0.24,36.0,0.0275,462100.0,39490.0,25
6.0,12.0,0.24,36.0,0.0325,361500.0,34100.0,25
6.0,12.0,0.24,36.0,0.0375,291200.0,30190.0,25
6.0,12.0,0.24,36.0,0.0425,260000.0,28030.0,25
6.0,12.0,0.24,36.0,0.0475,206600.0,25240.0,25
6.0,12.0,0.24,36.0,0.0525,137900.0,24360.0,25
6.0,12.0,0.24,36.0,0.0575,138300.0,19810.0,25
6.0,12.0,0.24,36.0,0.0625,102200.0,18420.0,25
6.0,12.0,0.2,36.0,0.0175,435600.0,78230.0,25
6.0,12.0,0.2,36.0,0.0225,601100.0,75240.0,25
6.0,12.0,0.2,36.0,0.0275,650100.0,70570.0,25
6.0,12.0,0.2,36.0,0.0325,455800.0,58990.0,25
6.0,12.0,0.2,36.0,0.0375,375600.0,53380.0,25
6.0,12.0,0.2,36.0,0.0425,276200.0,47410.0,25
6.0,12.0,0.2,36.0,0.0475,200300.0,42920.0,25
6.0,12.0,0.16,36.0,0.0125,410600.0,183200.0,25
6.0,12.0,0.16,36.0,0.0175,409000.0,147500.0,25
6.0,12.0,0.16,36.0,0.0225,790800.0,146500.0,25
6.0,12.0,0.16,36.0,0.0275,542100.0,123000.0,25
6.0,12.0,0.68,60.0,0.0475,50.0,10.0,25
6.0,12.0,0.68,60.0,0.0575,40.0,10.0,25
6.0,12.0,0.68,60.0,0.0675,120.0,10.0,25
6.0,12.0,0.68,60.0,0.0775,160.0,20.0,25
6.0,12.0,0.68,60.0,0.0875,310.0,20.0,25
6.0,12.0,0.68,60.0,0.0975,450.0,30.0,25
6.0,12.0,0.68,60.0,0.1075,610.0,40.0,25
6.0,12.0,0.68,60.0,0.1175,770.0,40.0,25
6.0,12.0,0.68,60.0,0.1275,1020.0,100.0,25
6.0,12.0,0.68,60.0,0.1375,1220.0,50.0,25
6.0,12.0,0.68,60.0,0.1475,1570.0,60.0,25
6.0,12.0,0.68,60.0,0.1575,1830.0,70.0,25
6.0,12.0,0.68,60.0,0.1675,1990.0,80.0,25
6.0,12.0,0.68,60.0,0.1775,2240.0,90.0,25
6.0,12.0,0.68,60.0,0.1875,2400.0,100.0,25
6.0,12.0,0.68,60.0,0.1975,2510.0,100.0,25
6.0,12.0,0.68,60.0,0.2075,2450.0,100.0,25
6.0,12.0,0.68,60.0,0.2175,2530.0,100.0,25
6.0,12.0,0.68,60.0,0.2275,2430.0,100.0,25
6.0,12.0,0.68,60.0,0.2375,2290.0,100.0,25
6.0,12.0,0.68,60.0,0.2475,2130.0,90.0,25
6.0,12.0,0.68,60.0,0.2575,1950.0,90.0,25
6.0,12.0,0.68,60.0,0.2675,1620.0,80.0,25
6.0,12.0,0.68,60.0,0.2775,1600.0,80.0,25
6.0,12.0,0.68,60.0,0.2875,1470.0,80.0,25
6.0,12.0,0.68,60.0,0.2975,1440.0,70.0,25
6.0,12.0,0.68,60.0,0.3075,1390.0,70.0,25
6.0,12.0,0.68,60.0,0.3175,1510.0,80.0,25
6.0,12.0,0.68,60.0,0.3275,1430.0,70.0,25
6.0,12.0,0.68,60.0,0.3375,1460.0,80.0,25
6.0,12.0,0.68,60.0,0.3475,1540.0,80.0,25
6.0,12.0,0.68,60.0,0.3575,1650.0,90.0,25
6.0,12.0,0.68,60.0,0.3675,1740.0,90.0,25
6.0,12.0,0.68,60.0,0.3775,1780.0,100.0,25
6.0,12.0,0.68,60.0,0.3875,1990.0,100.0,25
6.0,12.0,0.68,60.0,0.3975,1980.0,100.0,25
6.0,12.0,0.68,60.0,0.4075,1990.0,110.0,25
6.0,12.0,0.68,60.0,0.4175,2050.0,120.0,25
6.0,12.0,0.68,60.0,0.4275,2220.0,120.0,25
6.0,12.0,0.68,60.0,0.4375,2000.0,120.0,25
6.0,12.0,0.68,60.0,0.4475,2250.0,130.0,25
6.0,12.0,0.68,60.0,0.4575,2080.0,140.0,25
6.0,12.0,0.68,60.0,0.4675,2140.0,150.0,25
6.0,12.0,0.68,60.0,0.4775,1950.0,150.0,25
6.0,12.0,0.68,60.0,0.4875,2029.9999999999998,170.0,25
6.0,12.0,0.68,60.0,0.4975,1740.0,160.0,25
6.0,12.0,0.68,60.0,0.5075,1740.0,180.0,25
